station_name,latitude,longitude,mode,lines,station_id
East Croydon Bus Station,51.37489,-0.09157,,"433, 64",490001089E2
East Croydon Bus Station,51.37494,-0.09174,,"119, 194, 198, SL5",490001089E1
East Croydon Station,51.37459,-0.09328,,"119, 197, 312, 466, N68",490001089E7
East Croydon Station,51.37465,-0.09291,,"194, 198, 367, 410, 433, 64, 689, N250, N68, SL5, SL7",490001089E6
East Dulwich Rail Station,51.461494,-0.080572,,"176, 185, 40, 42, 484, P13, Southern",910GEDULWCH
East Dulwich Road / Goose Green,51.46085,-0.07457,,"37, 484",490007299H
East Dulwich Road / Goose Green,51.46119,-0.07353,,"37, 484",490007299G
East Dulwich Road / Peckham Rye,51.46222,-0.06737,,"37, 484",490008807W
East Dulwich Road / Peckham Rye,51.4623,-0.0676,,"37, 484",490008807E
East Dulwich Sainsbury's,51.46242,-0.08331,,,490000453N
East Dulwich Sainsbury's,51.4625,-0.08364,,"42, P13",490006336N
East Dulwich Station,51.46155,-0.07995,,,4900EDULWCH1
East Dulwich Station,51.46157,-0.0797,,"176, 185, 40, 42, 484, P13",490001090S
East Dulwich Station,51.46187,-0.08058,,"176, 185, 40, 42, 484, P13",490001090D
East End Road,51.59346,-0.18599,,"112, 232",490006338W
East End Road,51.59384,-0.18601,,"112, 232",490006338E
East End Road,51.59628,-0.19852,,"13, 460",490006337N
East End Road,51.59791,-0.19734,,"125, 13, 143, 326, 460, 683, N20",490006337S
East Entrance,51.52761,0.1584,,"174, 287",490006906W
East Ferry Road,51.48723,-0.01264,,"135, D7, N550",490006345W
East Ferry Road,51.48726,-0.01412,,"135, 277, D7, N277, N550",490006345E
East Ferry Road,51.49779,-0.0137,,"135, D6, D8",490009274S
East Finchley / Hill Top,51.58854,-0.18724,,H3,490008245W
East Finchley Cemetery,51.59286,-0.18183,,"143, 653, N20",490006353E1
East Finchley Cemetery,51.59316,-0.18212,,"143, 653, N20",490006353E2
East Finchley Library,51.59402,-0.16827,,"263, N271",490006354N
East Finchley Station,51.58659,-0.16425,,"102, 143, 234, 603, H3, N20, N271",490000067E
East Finchley Station,51.58667,-0.16401,,"143, 234, 263, 603, N20, N271",490000067G
East Finchley Station,51.58689,-0.16405,,"102, H3",490000067H
East Finchley Station,51.58699,-0.16428,,263,490000067F
East Finchley Underground Station,51.587131,-0.165012,tube,Northern,940GZZLUEFY
East Hall Lane,51.50894,0.20957,,372,490006357W
East Hall Lane,51.50904,0.20973,,372,490006357E
East Ham / Central Park,51.52739,0.05636,,"101, 115, 304, 474, 58",490006358S1
East Ham / Central Park,51.5287,0.05628,,"115, 58",490006358S2
East Ham / Central Park,51.52878,0.05608,,"101, 115, 304, 474, 58",490006358N
East Ham Fire Station,51.52365,0.05755,,"101, 300, 304, 474",490006359S
East Ham Manor Way,51.5121,0.06338,,"262, 376, 678, N551",490006389W
East Ham Station,51.53938,0.05105,,"101, 147, 238, 300, 304, 325, 376, 474",490000068B
East Ham Station,51.54003,0.05097,,"101, 147, 238, 300, 304, 325, 376, 474",490000068A
East Ham Underground Station,51.538948,0.051186,tube,District,940GZZLUEHM
East Ham Underground Station,51.538948,0.051186,tube,Hammersmith & City,940GZZLUEHM
East Hill,51.30422,0.02063,,R2,490023099Z
East Hill / Alma Road,51.45771,-0.18552,,"156, 170, 337, 37, 39, 639, 670, 87, N87",490003259E
East India DLR Station,51.509359,-0.002326,dlr,"D3, DLR, N550",940GZZDLEIN
East India Dock Road,51.51233,-0.02789,,"277, D6, D7, N277",490004584S
East India Dock Road,51.51278,-0.02799,,"277, D6, D7, N277",490004584N
East India Dock Road,51.51377,-0.00019,,309,490015117S
East India Station,51.50899,-0.00265,,"D3, N550",490002033Z
East India Station,51.5091,-0.00258,,"D3, N550",490002033Y
East India Station,51.50944,-0.00263,,,4900ZZDLEIN1
East India Station,51.50949,-0.00167,,,4900ZZDLEIN3
East India Station,51.50968,-0.0024,,,4900ZZDLEIN2
East Lane,51.40635,-0.30828,,465,490006364N
East Lane,51.40656,-0.30774,,465,490006364S
East Lane,51.56154,-0.29203,,"204, 483, 79",490014380N
East Lane,51.56382,-0.29201,,"204, 79",490006366S
East London Cemetery,51.52512,0.01457,,69,490007358W
East Putney Station,51.45904,-0.20996,,"337, 37",490000069EB
East Putney Station,51.46002,-0.21232,,"337, 37",490000069EA
East Putney Underground Station,51.459205,-0.211,tube,"220, 270, 485, District",940GZZLUEPY
East Road,51.46714,0.11038,,"96, B15",490006374N
East Road,51.58109,0.13502,,66,490006375W
East Sheen,51.46432,-0.26813,,"33, 337, 493, 969, N33",490012049W
East Sheen,51.46453,-0.26819,,"33, 337, 493, 969, N33",490012049E
East Street,51.48694,-0.09523,,"12, 148, 171, 176, 35, 40, 468, 68, N171, N68, N89, P5",490006380H
East Street,51.48705,-0.09508,,"176, 40, 468, 68, N68",490006380E
East Street,51.48726,-0.09542,,"35, 40",490006380G
East Street,51.48734,-0.09524,,"12, 148, 171, 35, N171, N89",490006380F
East Street,51.48848,-0.09579,,P5,490006380S
East Street,51.48924,-0.08671,,"136, 343, N343",490013658N1
East Street,51.49015,-0.08735,,"136, 343, N343",490013658S1
East Street / Thurlow Street,51.48951,-0.08611,,42,490013658E
East Street / Thurlow Street,51.48951,-0.08553,,42,490013658W
East Surrey College,51.252702,-0.164786,,405,400G4409191A
East View,51.61285,-0.00249,,"212, W16",490006381N
East View,51.6131,-0.00176,,"212, W16",490006381S
East Way,51.51053,-0.41384,,"140, 696, 90, E6, N140",490006384S
East Way,51.51076,-0.4138,,"140, 696, 90, E6, N140",490006384N
Eastbourne Road,51.42152,-0.15507,,"127, 333, 57",490006319W
Eastbourne Road,51.42178,-0.15509,,"127, 333, 57",490006319E
Eastbrook Road,51.47067,0.0295,,386,490006323W
Eastbrook Road,51.47114,0.02928,,386,490006323E
Eastbrook School,51.5522,0.16313,,174,490006324W
Eastbrook School,51.55249,0.1637,,174,490006324E
Eastbrookend Country Park,51.55519,0.17415,,174,490006322N
Eastbrookend Country Park,51.55572,0.17436,,174,490006322S
Eastbury Avenue,51.66213,-0.07066,,,490006325N
Eastbury Avenue,51.66237,-0.07032,,456,490006325Z
Eastchurch Road,51.47707,-0.42646,,"285, 423, 90",490010349S
Eastcote High Road,51.58716,-0.40531,,282,490006329S
Eastcote Lane,51.54838,-0.37713,,E10,490016621S
Eastcote Lane,51.54899,-0.3748,,395,490010391S
Eastcote Lane,51.54916,-0.37465,,395,490010391N
Eastcote Lane,51.55854,-0.38002,,282,490006327S
Eastcote Lane,51.55874,-0.38027,,282,490006327N
Eastcote Lane,51.56469,-0.36639,,398,490006330N
Eastcote Lane,51.56617,-0.36725,,398,490006330S
Eastcote Methodist Church,51.58541,-0.40383,,"282, H13",490016272S
Eastcote Road,51.46611,0.08493,,"486, 89, N89",490014349W
Eastcote Road,51.46642,0.08384,,"486, 89, N89",490014349E
Eastcote Road,51.5863,-0.40503,,282,490008557N
Eastcote Road,51.58852,-0.38237,,"H11, H12",490004755S
Eastcote Road,51.58987,-0.37918,,183,490006331N
Eastcote Station,51.57616,-0.39727,,"282, 398",490000066K
Eastcote Station,51.57622,-0.39733,,"282, 398",490000066B
Eastcote Underground Station,51.576506,-0.397373,tube,"398, Metropolitan, Piccadilly",940GZZLUEAE
Eastern Avenue,51.57329,0.08369,,169,490006341N
Eastern Avenue,51.5739,0.08387,,169,490015523S1
Eastern Avenue,51.58233,0.16472,,"252, 651",490006340S
Eastern Avenue,51.58263,0.1644,,"252, 651",490006340N
Eastern Way / Norman Road,51.49808,0.15517,,"180, 401",490006343W
Eastfield Road,51.54905,0.1475,,"173, 174, 175",490006347N
Eastfield Road,51.54946,0.14764,,"173, 174, 175, 673",490006347S
Eastfields Rd / Mitcham Eastfields Stn,51.40814,-0.15533,,152,490016231S
Eastfields Road,51.40848,-0.1561,,152,490016231W
Eastgate Close,51.50899,0.12618,,"177, 229, 401, 472, 601, 602, 669, N1",490006355S
Eastholm,51.5862,-0.18651,,102,490014478W
Eastmead Avenue,51.52994,-0.36362,,"105, 282, 95, E6, E7, E9, N7",490006369E
Eastway,51.38348,0.01249,,314,490006385N
Eastway,51.38366,0.01288,,314,490006385S
Eastwood Drive,51.51188,0.20555,,372,490006386W
Eastwood Drive,51.51223,0.20536,,372,490006386E
Easy Hotel Heathrow,51.48943,-0.43125,,,490020160SE
Eaton Rise,51.51635,-0.30579,,"297, E1, E10",490006390E
Eaton Rise,51.51645,-0.3072,,"297, E1, E10",490006390W
Eaton Road,51.46287,-0.3478,,"H20, H22",490006392S
Eaton Road,51.46344,-0.34778,,"H20, H22",490006392W
Eaton Square,51.49474,-0.15334,,C1,490006394W
Eaton Square,51.49486,-0.15267,,C1,490006394S
Eatonville Road,51.43848,-0.16279,,"219, 319",490006395S
Eatonville Road,51.43879,-0.16329,,"219, 319",490006395N
Ebenezer Walk,51.41074,-0.14521,,463,490016149E
Ebenezer Walk,51.41095,-0.1461,,463,490016149W
Ebury Bridge,51.49034,-0.14872,,C10,490006400N
Ebury Bridge Road,51.4877,-0.15266,,"137, 211, 360, 452, N137",490002219Z
Ebury Bridge Road,51.48905,-0.1503,,"44, N44",490017850S
Ebury Bridge Road,51.48991,-0.15029,,"11, 170, 44, N11, N44",490017850N
Ebury Bridge Road,51.49089,-0.15112,,"11, 170, N11",490006399E
Ebury Street,51.49313,-0.15058,,C1,490006401E
Eccles Road,51.46093,-0.16313,,"35, 37",490006403W
Eccles Road,51.46109,-0.16277,,"35, 37",490006403E
Ecclesbourne Road,51.53953,-0.09393,,"21, N271",490006402S
Eccleston Bridge,51.49348,-0.14728,,"11, 170, 44, C1, C10, N11, N44",490006404W
Eccleston Crescent,51.57027,0.11201,,"364, EL3",490006405S
Eden Park,51.39107,-0.0294,,"194, 356, 358",490006408W
Eden Park,51.39111,-0.02894,,"194, 356, 358",490006408E1
Eden Park Avenue,51.3995,-0.04071,,"194, 358, 54",490006409S
Eden Park Avenue,51.39962,-0.04062,,"194, 358, 54",490006409N
Eden Park Rail Station,51.390091,-0.026355,,"358, SL5, Southeastern",910GEDPK
Eden Park Station,51.3896,-0.02653,,"194, 356, 358",490001091A
Eden Park Station,51.38992,-0.02671,,,4900EDPK1
Eden Park Station,51.39022,-0.02691,,"194, 356, 358",490001091B
Eden Street,51.40896,-0.30424,,,490006412E
Eden Street,51.40996,-0.30272,,281,490006412E1
Eden Street,51.41003,-0.30245,,"281, 406, 418, 65, 671, 71, K2, K3, N65",490006412D2
Eden Street,51.41015,-0.30251,,"131, 213, 281, 371, 406, 418, 465, 57, 65, 671, 71, 85, K1, K2, K3, K4, K5, N65, N87",490006412E2
Eden Street,51.41025,-0.30224,,"371, 465, 85, K1, K4",490006412D1
Eden Street,51.41046,-0.30236,,"371, 406, 418, 465, 65, 671, 71, K1, K5, N65",490006412E3
Eden Way,51.38404,-0.02577,,356,490016488S
Eden Way,51.38454,-0.02572,,356,490016488N
Edenham Way,51.52242,-0.20473,,23,490006407W
Edenham Way,51.52261,-0.20517,,23,490006407E
Edensor Road / New Chiswick Pool,51.48232,-0.25445,,E3,490006410W
Ederline Avenue,51.40388,-0.1195,,"109, N109",490006414N
Ederline Avenue,51.40458,-0.11968,,"109, N109",490006414S
Ederline Avenue,51.40595,-0.11223,,50,490006413N
Ederline Avenue,51.40658,-0.11294,,50,490006413S
Edge Hill,51.4196,-0.22405,,200,490006419E
Edge Hill,51.41999,-0.223,,200,490006419W
Edgebury / Domonic Drive,51.42578,0.06532,,"160, 162",490006103E
Edgebury Primary School,51.42454,0.07208,,160,490003866E
Edgebury Primary School,51.42472,0.07127,,160,490003866W
Edgecoombe,51.34938,-0.05371,,359,490006418S
Edgehill Road,51.34484,-0.11435,,"289, 439",490006420N
Edgehill Road,51.3451,-0.1141,,"289, 439",490006420S
Edgehill Road,51.52166,-0.31418,,"297, E10",490006421W
Edgeworth Avenue,51.5854,-0.23186,,"183, 653, 683",490005485L
Edgeworth Avenue,51.58551,-0.23154,,"183, 653, 683",490005485K
Edgeworth Road,51.65183,-0.1616,,384,490020353E
Edgware Bus Station,51.61267,-0.27424,,"107, 142, 288, 292, 384, 606, 642",490000070F
Edgware Bus Station,51.61273,-0.2742,,"113, 186, 221, 240, N113",490015287E
Edgware Bus Station,51.61295,-0.27464,,"142, 204, 251, 292, 303, 32, N32, N5",490000070D
Edgware Community Hosp / Deansbrook Rd,51.60743,-0.27383,,"303, 642",490004113W
Edgware Community Hosp / Deansbrook Rd,51.60763,-0.27363,,"303, 628, 642",490004113E
Edgware Community Hospital,51.60517,-0.27311,,"142, 204, 251, 292, 32, 606, N32, N5",490006425HA
Edgware Community Hospital,51.60602,-0.27422,,"142, 204, 251, 292, 32, 606, N32, N5",490006425HB
Edgware Library,51.61616,-0.2747,,"221, 240, 292, 384, 688",490006426W
Edgware Police Station,51.61019,-0.28017,,"186, 340, 79",490006427R
Edgware Road,51.51876,-0.16652,,"205, 27, N205, N27",490015043L
Edgware Road,51.5195,-0.16581,,"205, 27, N205",490015043Z
Edgware Road,51.51977,-0.17173,,"16, 18, N18",490010713F
Edgware Road,51.52013,-0.17151,,"18, N18",490010713E
Edgware Road,51.59321,-0.25777,,303,490014986W
Edgware Road (Bakerloo) Underground Station,51.520299,-0.17015,tube,Bakerloo,940GZZLUERB
Edgware Road (Circle Line) Underground Station,51.519858,-0.167832,tube,"18, 205, 23, 27, 36, 6, Circle, District, Hammersmith & City, N18, N205, N27, N32",940GZZLUERC
Edgware Road / Praed Street,51.51889,-0.16842,,"23, 36, 6, N32",490013046M
Edgware Road / the Hyde,51.58405,-0.24948,,"183, 653, 683, 83, N83",490014469E
Edgware Road / the Hyde,51.5841,-0.24872,,"142, 183, 32, 632, 642, 653, 683, 83, N32, N5, N83",490014469W
Edgware Road Station,51.51967,-0.16768,,"205, 27, N205, N27",490000072G
Edgware Road Station,51.5199,-0.16881,,"18, N18",490000072W
Edgware Road Station,51.52057,-0.17121,,"16, 6, 98, N32, N98",490006428B
Edgware Road Station,51.52062,-0.17087,,"16, 6, 98, N32, N98",490006428D
Edgware Road Station  / Bakerloo Line,51.52023,-0.169,,"18, N18",490000071E
Edgware Station,51.6131,-0.27486,,"186, 288, 340, 606, 79",490000070C
Edgware Station,51.6134,-0.27552,,"107, 113, 142, 186, 204, 221, 240, 251, 288, 292, 303, 32, 340, 384, 606, 642, 79, N113, N32, N5",490000070G
Edgware Station,51.61477,-0.27582,,"221, 240, 688",490000070A
Edgware Station  / Station Road,51.61456,-0.27576,,"107, 113, 186, 288, 292, 384, 606, N113",490000070B
Edgware Underground Station,51.613653,-0.274928,tube,"107, 113, 142, 186, 204, 221, 240, 251, 288, 292, 303, 32, 384, 606, 642, 688, N113, N32, N5, Northern",940GZZLUEGW
Edgware Way,51.62311,-0.28928,,107,490006432S
Edgware Way,51.62333,-0.28921,,107,490006432E
Edgwarebury Gardens,51.61747,-0.27709,,"107, 113, 186, 288, 606, N113",490006422S
Edgwarebury Lane / Edgware Way,51.6206,-0.27748,,"107, 113, 186, 288, 606, N113",490006423S
Edgwarebury Lane / Edgware Way,51.62082,-0.27765,,"107, 113, 186, 288, 606, N113",490006423N
Edinburgh Court,51.50592,-0.04463,,C10,490006433W
Edinburgh Drive,51.426618,-0.481405,,"117, 290",40004402116B
Edinburgh Road,51.37471,-0.18345,,S2,490001991Z
Edinburgh Road,51.37478,-0.18423,,S2,490001991Y
Edison Primary School,51.47935,-0.38241,,"482, H28, H32",490012992S
Edison Primary School,51.48012,-0.38229,,"482, H28, H32",490012992W
Edison Road,51.57726,-0.12524,,"41, 91, N41, N91",490006435CE
Edison Road,51.5775,-0.12456,,"41, 91, N41, N91",490006435CF
Edith Gardens,51.38921,-0.28193,,"665, K2",490006436N
Edith Gardens,51.38979,-0.28168,,"665, K2",490006436S
Edith Grove,51.48379,-0.18489,,"14, 211",490006437HE
Edith Grove,51.48438,-0.18372,,"14, 211",490006437HB
Edith Grove / King's Road,51.48236,-0.18217,,"328, C3, N31",490015066S
Edith Grove / Worlds End,51.48168,-0.18235,,"11, 22, 328, N11, N22, N31",490015066E
Edith Grove / Worlds End,51.48226,-0.17923,,"11, 22, 328, N11, N22, N31",490005076W
Edith Road,51.5519,-0.00068,,"339, 58, 69",490006438W
Edith Road,51.55208,8e-05,,"339, 58, 69",490006489E
Edmonton / Cambridge,51.61652,-0.08361,,,490006439E
Edmonton Cemetery,51.63014,-0.079,,W8,490005305W
Edmonton Cemetery,51.63036,-0.07919,,W8,490007393E
Edmonton Federation Cemetery,51.61983,-0.04998,,192,490011216Z
Edmonton Federation Cemetery,51.62033,-0.04998,,192,490011216Y
Edmonton Fire Station,51.62693,-0.0688,,"616, W8",490003396E
Edmonton Fire Station,51.62745,-0.07197,,"616, W8",490007889W
Edmonton Green Bus Station,51.62518,-0.05888,,"102, 144, 149, 259, 616, W6",490009983A
Edmonton Green Bus Station,51.6252,-0.05919,,191,490009983F
Edmonton Green Bus Station,51.62533,-0.05854,,"192, 279, 349, 491, N279",490009983B
Edmonton Green Bus Station,51.62539,-0.05858,,"192, 616, W6, W8",490009983E
Edmonton Green Bus Station,51.62541,-0.059,,"102, 144, 149, 259, 279, 349, 491, N279",490009983G
Edmonton Green Bus Station,51.62546,-0.05798,,"102, 144, 149, 191, 192, 259, 279, 349, 491, 616, N279, W6, W8",490009983C
Edmonton Green Bus Station,51.62548,-0.0582,,,490009983D
Edmonton Green Rail Station,51.624929,-0.061112,overground,Weaver,910GEDMNGRN
Edmonton Green Shopping Centre,51.62504,-0.05591,,192,490012727Z
Edmonton Green Shopping Centre,51.62534,-0.05589,,192,490012727Y
Edmonton Green Station,51.62451,-0.06074,,"102, 144, 149, 192, 259, 279, 349, 491, N279",490006442R
Edmonton Green Station,51.62525,-0.06241,,"616, W6, W8",490001092D
Edmonton Green Station,51.62527,-0.06172,,"616, W6, W8",490001092E
Edmonton Police Station,51.62267,-0.06132,,"102, 144, 149, 192, 259, 279, 349, 491, N279",490006445A
Edmonton Police Station,51.6227,-0.06157,,"102, 144, 149, 192, 259, 279, 349, 491, N279",490006445B
Edmund Road,51.52425,0.1822,,"165, 365, 372, 652",490006446N
Edward Street,51.47866,-0.03673,,225,490006451E
Edward Tyler Road,51.43423,0.02688,,284,490006452S
Edward Tyler Road,51.43488,0.0258,,284,490006452N
Edwin Road,51.61016,-0.26047,,"302, 628, 642",490005779E
Edwin Road,51.61017,-0.25974,,"302, 628, 642",490005114W
Effingham Road,51.386626,-0.320328,,K3,400G4405168A
Effra Parade,51.45787,-0.10809,,322,490006454S
Effra Parade,51.45821,-0.10878,,322,490006454N
Egerton Drive,51.47315,-0.01724,,"53, N53, N89",490006455E
Egerton Drive,51.47316,-0.01824,,"53, N53, N89",490006455N
Egerton Road,51.5745,-0.07226,,"149, 243, 253, 254, 310, 318, 349, 476, 67, 76, N253, N73",490006456F
Egerton Road,51.57461,-0.07238,,"149, 243, 318, 349, 476, 67, 76, N73",490006456E
Eglinton Road,51.47923,0.06883,,244,490013452N
Eglinton Road,51.4793,0.06896,,244,490013452W
Egmont Road,51.35155,-0.19238,,"280, 80",490006458S
Eight Bells,51.353531,-0.250765,,406,400G4406061A
Eight Bells,51.354305,-0.251382,,406,40004406061A
Elder Street,51.52181,-0.07609,,242,490006463H
Elder Street,51.52227,-0.07691,,242,490006463G
Elderslie Close,51.38992,-0.02344,,358,490006462S
Eldon Street,51.51845,-0.08485,,153,490015153V
Eldred Drive,51.37398,0.11626,,"353, 654, R9",490006465W
Eldred Drive,51.37404,0.11569,,"654, R9",490006465N
Electric House,51.37471,-0.09744,,"194, 198, 367, 64, 689",490006466E16
Electric Lane,51.46159,-0.11371,,P5,490006467W
Electric Lane,51.46164,-0.11347,,P5,490006467J
Electric Parade,51.39119,-0.31188,,K3,490003552S
Electric Parade,51.39152,-0.31196,,K3,490003552N
Elephant & Castle,51.494505,-0.099185,,"1, 12, 133, 136, 148, 155, 171, 172, 176, 188, 196, 333, 343, 344, 35, 360, 363, 40, 415, 453, 468, 53, 63, 68, Bakerloo, C10, N1, N133, N155, N171, N343, N53, N63, N68, N89, Northern, P5, Southeastern, Thameslink",HUBEPH
Elephant & Castle / London Road,51.49589,-0.1014,,"155, 171, 363",490009281B
Elephant & Castle / London Road,51.4961,-0.10133,,"1, 12, 148, 155, 171, 172, 176, 188, 344, 360, 363, 40, 453, 468, 53, 63, 68, C10, N1, N155, N171, N53, N63, N68, N89",490009281E
Elephant & Castle / London Road,51.49613,-0.10171,,"1, 172, 176, 188, 40, 63, 68, N1, N171, N63, N68, N89",490009281A
Elephant & Castle / London Road,51.49663,-0.102,,"12, 148, 171, 176, 40, 468, 68, N171, N68, N89",490009281D
Elephant & Castle / London Road,51.49682,-0.10223,,"155, 344, 360, C10, N155",490009281C
Elephant & Castle / New Kent Road,51.4948,-0.09806,,"453, 53, N53",490000073M
Elephant & Castle / New Kent Road,51.49486,-0.09781,,"172, 363, 415, 453, 53, 63, N53, N63",490000073J
Elephant & Castle / New Kent Road,51.49498,-0.09923,,"1, 172, 188, 363, 415, 63, N1, N63",490000073N
Elephant & Castle / New Kent Road,51.49508,-0.09907,,"1, 172, 188, 363, 415, 453, 53, 63, N1, N53, N63",490000073K
Elephant & Castle / Newington Causeway,51.49627,-0.09973,,"196, 344, 360, P5",490000073H
Elephant & Castle / Newington Causeway,51.49643,-0.09998,,"133, 136, 196, 333, 343, 344, 35, 360, 468, C10, N133, N343, P5",490000073F
Elephant & Castle / Newington Causeway,51.49693,-0.09932,,"133, 136, 333, 343, 35, C10, N133, N343",490000073G
Elephant & Castle Station,51.49224,-0.09814,,"12, 136, 148, 171, 176, 343, 35, 40, 468, 68, N171, N343, N68, N89, P5",490000073R
Elephant & Castle Station,51.49396,-0.10072,,"133, 136, 333, 343, 35, 415, N133, N343",490000073S
Elephant & Castle Station,51.49421,-0.10075,,"155, 196, 40, P5",490000073T
Elephant & Castle Station,51.49424,-0.10049,,"196, 333, N133",490000073P
Elephant & Castle Station,51.49447,-0.10085,,"12, 148, 171, 176, 468, 68, N155, N171, N68, N89",490000073V
Elephant & Castle Underground Station,51.494536,-0.100606,tube,Bakerloo,940GZZLUEAC
Elephant & Castle Underground Station,51.494536,-0.100606,tube,Northern,940GZZLUEAC
Elephant Park,51.49232,-0.09593,,"136, 343, N343",490000715Z
Elephant Park,51.49235,-0.09653,,"136, 343, N343",490008122Y
Elers Road,51.49874,-0.43526,,"696, U4",490006469S
Eley Trading Estate,51.61189,-0.04337,,"34, 444, SL1",490006470E
Elgin Avenue,51.426842,-0.441596,,216,40004402095B
Elgin Avenue,51.426844,-0.442387,,216,40004402095A
Elgin Avenue,51.52476,-0.19918,,,490007861W1
Elgin Avenue,51.5261,-0.19284,,"187, 6",490006471W
Elgin Avenue,51.52631,-0.19289,,"187, 6",490006471E
Elgin Avenue / Chippenham Road,51.52505,-0.19806,,"228, 31, 328, 36, N28, N31",490006473W
Elgin Avenue / Chippenham Road,51.52514,-0.19795,,"228, 31, 328, 36, N28, N31",490006473N
Elgin Avenue / Harrow Road,51.52454,-0.20064,,"228, 31, 328, 36, N28, N31",490007861E
Elgin Avenue / Maida Vale Station,51.53044,-0.18406,,"16, 98, N32, N98",490006475A
Elgin Avenue / Maida Vale Station,51.53166,-0.18527,,"16, 98, N32, N98",490006475B
Elgin Crescent,51.51396,-0.20741,,228,490006476S
Elgin Crescent,51.51449,-0.20711,,"228, 23, 452, 52",490006476E
Elgin Road,51.35826,-0.1456,,"154, 157",490006478W
Elgin Road,51.35849,-0.14501,,"154, 157",490006478E
Elgood Avenue,51.61332,-0.41409,,,490006479N
Elgood Avenue,51.61342,-0.41359,,,490006479S
Elim Pentecostal Church,51.57085,0.00136,,"W12, W15, W16, W19",490012642S
Elim Pentecostal Church,51.571,0.00088,,"W12, W15, W16, W19",490012642N
Elizabeth Ave / Rotherfield St,51.53934,-0.09153,,,490018481SW
Elizabeth Ave / Rotherfield St,51.53942,-0.09148,,,490018481NE
Elizabeth Avenue,51.53895,-0.09319,,"21, N271",490003671N
Elizabeth Bridge,51.49233,-0.147,,,490002107ZZ
Elizabeth Road,51.58091,-0.07745,,"259, 279, N279",490015855N
Elizabeth Road,51.58103,-0.07692,,"259, 279, N279",490007439S
Ellenborough Road,51.41975,0.13237,,492,490006482N
Ellenborough Road,51.41996,0.13294,,492,490006482S
Ellerman Avenue,51.44656,-0.38309,,111,490006485S
Ellerman Avenue,51.44723,-0.38261,,111,490006485N
Ellern Mede and Denham Farms,51.63207,-0.22038,,"251, 605, 688",490006486W
Ellern Mede Farm,51.63176,-0.2227,,"251, 605, 628, 688",490006486E
Ellerslie Road,51.50831,-0.23444,,"228, 283",490006487LS
Ellerslie Road,51.50896,-0.23463,,228,490006487S
Ellery Road,51.41419,-0.09179,,450,490006488N
Ellery Road,51.41438,-0.09127,,450,490006488S
Ellingham Road,51.36026,-0.31012,,"465, 467, K4",490006490L
Ellingham Road,51.36037,-0.3097,,"465, 467, K4",490006490M
Ellington Street,51.54572,-0.11202,,153,490004316N
Ellington Street / Arundel Square,51.54591,-0.112,,153,490003403S
Ellis Road,51.3,-0.12319,,404,490002182Z
Elliscombe Road,51.48419,0.03088,,380,490006492N
Elm Drive,51.57979,-0.36302,,H11,490006502N
Elm Drive,51.57983,-0.36263,,H11,490006502S
Elm Lane,51.43829,-0.03334,,"181, 202",490006510W
Elm Lane,51.43938,-0.03243,,"181, 202, 75",490006510E
Elm Parade,51.55115,0.19964,,"165, 365, 372",490013471E
Elm Parade,51.55142,0.19993,,"165, 365, 372",490013471F
Elm Park Road,51.40185,-0.07845,,196,490006512S
Elm Park Road,51.40199,-0.07888,,196,490006512N
Elm Park Road / West Finchley,51.60422,-0.19557,,326,490000942Z
Elm Park Station,51.54951,0.19958,,"165, 252, 365, 372",490000074A
Elm Park Station,51.55029,0.19905,,"165, 252, 365, 372",490000074B
Elm Park Underground Station,51.549775,0.19864,tube,"165, 252, 365, 372, District",940GZZLUEPK
Elm Road,51.36823,-0.30225,,K2,490010613S
Elm Road,51.36861,-0.30192,,K2,490010613N
Elm Road,51.445538,0.259628,,492,2400A018770A
Elm Road,51.445721,0.25991,,492,2400A018870A
Elm Road / Kingston,51.41704,-0.29382,,K5,490004740N
Elm Road / Kingston,51.41713,-0.29401,,K5,490004740S
Elm Road / New Malden Baptist Church,51.4009,-0.26584,,"131, N87",490014411E
Elm Road / New Malden Baptist Church,51.40094,-0.26631,,"131, N87",490014411W
Elm Tree Close,51.53557,-0.37134,,E10,490006523N
Elm Tree Close,51.5357,-0.37128,,E10,490006523S
Elmbridge Avenue / Southwood Drive,51.3882,-0.27061,,"265, 613, 662, 665",490006493N
Elmbridge Road,51.60518,0.11367,,462,490000383Y
Elmbridge Road,51.60519,0.11383,,462,490000383Z
Elmbrook Gardens,51.45944,0.04703,,"122, 621",490006494N
Elmbrook Gardens,51.45955,0.04778,,"122, 621",490006494S
Elmcourt Road,51.43779,-0.10554,,"196, 2, 322, 432, 468, 68, 690, N2, N68",490014508H
Elmcourt Road,51.43949,-0.10134,,"201, P13",490006496W
Elmcroft Avenue,51.58182,0.0284,,W14,490006497W
Elmcroft Avenue,51.58195,0.02834,,W14,490006497E
Elmcroft Avenue / Golders Green,51.57498,-0.19789,,"H2, H3",490019462E
Elmcroft Crescent,51.59346,-0.36086,,H19,490006500S
Elmcroft Crescent,51.59348,-0.3611,,"H18, H19",490006500N
Elmcroft Drive,51.37322,-0.30463,,"465, 467, 671, 71, K4, N65",490006501S
Elmcroft Drive,51.37365,-0.30471,,"465, 467, 671, 71, K4, N65",490006501N
Elmdene Road,51.48233,0.06793,,244,490008079E
Elmers End,51.398302,-0.049429,,"194, 289, 356, 358, 367, 54, Southeastern, Tram",HUBELM
