id,naptanId,commonName,lat,lon,modes,lines
490G00005522,490G00005522,Commerce Way,51.3752,-0.11949,bus,"439, 663, S4, 289"
490005523N,490005523N,Commercial Road,51.51364,-0.06188,bus,D3
490005523S1,490005523S1,Commercial Road,51.51416,-0.0616,bus,D3
490G00005523,490G00005523,Commercial Road,51.51416,-0.0616,bus,D3
490005524D,490005524D,Commercial Street / Worship Street,51.52193,-0.07815,bus,"78, 8, 47, 35, 388, 26, 149, 135, 205, N8, N26, N242, N205"
490G00005524,490G00005524,Commercial Street / Worship Street,51.52193,-0.07815,bus,"N205, N242, 205, N26, N8, 149, 135, 388, 26, 35, 8, 47, 78"
490003031N,490003031N,Commercial Way,51.53407,-0.2751,bus,440
490003031S,490003031S,Commercial Way,51.53411,-0.27481,bus,"224, 440"
490005525N1,490005525N1,Commercial Way,51.47731,-0.07019,bus,"N63, 363, 63"
490005525N2,490005525N2,Commercial Way,51.47869,-0.06834,bus,"381, 78"
490005525S1,490005525S1,Commercial Way,51.47799,-0.0704,bus,"63, 363, N63"
490005526EP,490005526EP,Commercial Way,51.48124,-0.06076,bus,"N53, N21, 53, 453, 21, 172"
490005526WB,490005526WB,Commercial Way,51.48033,-0.05898,bus,"172, 21, 453, 53, N21, N53, P12"
490016648S,490016648S,Commercial Way,51.47795,-0.06849,bus,"78, 381"
490G00003031,490G00003031,Commercial Way,51.53411,-0.27481,bus,"224, 440"
490G00005525,490G00005525,Commercial Way,51.47795,-0.06849,bus,"381, 78, 363, 63, N63"
490G00005526,490G00005526,Commercial Way,51.48124,-0.06076,bus,"21, 172, 453, N21, 53, N53, P12"
210021004860,210021004860,Common Road,51.631573,-0.33729,bus,"258, 142"
210021012020,210021012020,Common Road,51.631495,-0.336845,bus,"142, 258"
210G3176,210G3176,Common Road,51.631573,-0.33729,bus,"258, 142"
40004405155A,40004405155A,Common Road,51.359339,-0.334598,bus,K3
490012375E,490012375E,Commondale,51.4685,-0.22781,bus,"378, 485, N33, N72, N22, 265, 22"
490012375W,490012375W,Commondale,51.46836,-0.22707,bus,"485, 378, 265, N22, 22, N72, N33"
490G00012375,490G00012375,Commondale,51.46836,-0.22707,bus,"N33, 265, N22, N72, 22, 378, 485"
490008539S,490008539S,Commonwealth Avenue,51.51133,-0.23484,bus,283
490G00008539,490G00008539,Commonwealth Avenue,51.51133,-0.23484,bus,283
490005096W,490005096W,Como Street,51.57883,0.17109,bus,"651, 252"
490005529S,490005529S,Como Street,51.57871,0.17296,bus,"651, 252"
490G00005096,490G00005096,Como Street,51.57871,0.17296,bus,"651, 252"
490005530E,490005530E,Compass Centre,51.48154,-0.46787,bus,"81, 423, U3"
490005530W,490005530W,Compass Centre,51.48149,-0.46949,bus,"U3, 423, 81"
490G00005530,490G00005530,Compass Centre,51.48149,-0.46949,bus,"423, 81, U3"
490005531N,490005531N,Compass Hill,51.45575,-0.30348,bus,"65, N65"
490005531S,490005531S,Compass Hill,51.45589,-0.30338,bus,"N65, 65"
490G00005531,490G00005531,Compass Hill,51.45589,-0.30338,bus,"N65, 65"
490012082B,490012082B,Compayne Gardens,51.54535,-0.19151,bus,"328, 139"
490G000161,490G000161,Compayne Gardens,51.54535,-0.19151,bus,"328, 139"
490005532E,490005532E,Compton Avenue / Kenwood House,51.5728,-0.16523,bus,"603, 210, 310"
490005532W,490005532W,Compton Avenue / Kenwood House,51.57266,-0.16518,bus,"310, 210, 603"
490G00005532,490G00005532,Compton Avenue / Kenwood House,51.5728,-0.16523,bus,"210, 310, 603"
490005533N,490005533N,Compton Place,51.47842,0.18207,bus,"99, N89"
490G00005533,490G00005533,Compton Place,51.47842,0.18207,bus,"N89, 99"
490005534E,490005534E,Compton Rise,51.58494,-0.37883,bus,H11
490005534W,490005534W,Compton Rise,51.58494,-0.37913,bus,H11
490G00005534,490G00005534,Compton Rise,51.58494,-0.37883,bus,H11
490005535E,490005535E,Concord Road,51.52678,-0.27791,bus,"95, 487"
490G00005535,490G00005535,Concord Road,51.52678,-0.27791,bus,"487, 95"
490006017W,490006017W,Condell Road,51.47463,-0.13609,bus,P5
490G00006017,490G00006017,Condell Road,51.47463,-0.13609,bus,P5
490004810RJ,490004810RJ,Conduit Street / Hamleys Toy Store,51.51234,-0.13986,bus,"12, 159, 453, 94, 88, N3, N136, N109"
490005537RB,490005537RB,Conduit Street / Hamleys Toy Store,51.51237,-0.14017,bus,"94, 453, 88, 159, N109, N136, N18"
490G00004810,490G00004810,Conduit Street / Hamleys Toy Store,51.51237,-0.14017,bus,"N136, 453, N3, N109, 88, 94, 159, 12, N18"
490015097W,490015097W,Conduit Street / New Bond Street,51.51171,-0.14243,bus,
490G00015097,490G00015097,Conduit Street / New Bond Street,51.51171,-0.14243,bus,
490018807E,490018807E,Conduit Street / Savile Row,51.51219,-0.14207,bus,"N22, 22"
490G00018807,490G00018807,Conduit Street / Savile Row,51.51219,-0.14207,bus,"22, N22"
490005538E,490005538E,Conduit Way,51.54732,-0.26646,bus,112
490005538W,490005538W,Conduit Way,51.54757,-0.26515,bus,112
490G00005538,490G00005538,Conduit Way,51.54757,-0.26515,bus,112
490005539W,490005539W,Coney Green,51.53459,-0.45736,bus,"A10, 427, N207"
490G00005539,490G00005539,Coney Green,51.53459,-0.45736,bus,"N207, A10, 427"
490005544E,490005544E,Coney Hall,51.37048,0.00296,bus,"654, 664, 246"
490005544W,490005544W,Coney Hall,51.3701,0.00293,bus,"664, 654, 246"
490G00005544,490G00005544,Coney Hall,51.37048,0.00296,bus,"246, 654, 664"
490005543E,490005543E,Coney Hall / Kingsway,51.36939,0.00122,bus,138
490G00005547,490G00005547,Coney Hall / Kingsway,51.36939,0.00122,bus,138
490005543W,490005543W,Coney Hall Parade,51.36918,0.00131,bus,138
490G00005543,490G00005543,Coney Hall Parade,51.36918,0.00131,bus,138
490005546H,490005546H,Conference Road,51.48885,0.12086,bus,"180, N1"
490005546K,490005546K,Conference Road,51.4885,0.12021,bus,"N1, 180"
490G00005546,490G00005546,Conference Road,51.48885,0.12086,bus,"180, N1"
490003756E,490003756E,Congreve Street,51.49029,-0.08263,bus,42
490005547W,490005547W,Congreve Street,51.49049,-0.0817,bus,42
490G00003756,490G00003756,Congreve Street,51.49029,-0.08263,bus,42
490005549N,490005549N,Conifer Gardens,51.63945,-0.07995,bus,"629, N29, W8, 329"
490005549S,490005549S,Conifer Gardens,51.63862,-0.07994,bus,"W8, N29, 629, 329"
490G00005549,490G00005549,Conifer Gardens,51.63945,-0.07995,bus,"329, 629, N29, W8"
490009116N,490009116N,Conington Road,51.4662,-0.01215,bus,273
490G00009116,490G00009116,Conington Road,51.4662,-0.01215,bus,273
490005552W1,490005552W1,Coniston Road,51.31953,-0.14648,bus,"434, 166"
490005552W2,490005552W2,Coniston Road,51.31946,-0.14731,bus,"166, 434"
490G00005552,490G00005552,Coniston Road,51.31946,-0.14731,bus,"166, 434"
490003635N,490003635N,Connaught Avenue,51.63229,-0.15046,bus,"184, 382"
490G00003635,490G00003635,Connaught Avenue,51.63229,-0.15046,bus,"382, 184"
490007877E,490007877E,Connaught Bridge,51.5047,0.04109,bus,"473, 129, 474"
490007877W,490007877W,Connaught Bridge,51.50439,0.04117,bus,"129, 473, 474"
490G00007877,490G00007877,Connaught Bridge,51.50439,0.04117,bus,"474, 473, 129"
490005554N,490005554N,Connaught Gardens,51.39709,-0.18683,bus,"80, 164, 157"
490005554S,490005554S,Connaught Gardens,51.39724,-0.18658,bus,"157, 164, 80"
490G00005554,490G00005554,Connaught Gardens,51.39709,-0.18683,bus,"157, 80, 164"
490005555W,490005555W,Connaught Road,51.64378,-0.21054,bus,184
490006990E,490006990E,Connaught Road,51.56137,0.08528,bus,"86, N86"
490G00005555,490G00005555,Connaught Road,51.64378,-0.21054,bus,184
490G00006990,490G00006990,Connaught Road,51.56137,0.08528,bus,"N86, 86"
490005557N,490005557N,Connor Road,51.55428,0.14704,bus,"175, 173"
490005557S,490005557S,Connor Road,51.55344,0.14729,bus,"175, 173, 673"
490G00005557,490G00005557,Connor Road,51.55428,0.14704,bus,"673, 173, 175"
490016399N,490016399N,Conquest Club,51.48513,-0.33879,bus,H28
490016399S,490016399S,Conquest Club,51.48525,-0.3389,bus,H28
490G00016399,490G00016399,Conquest Club,51.48525,-0.3389,bus,H28
490007030N,490007030N,Constable Close,51.61395,-0.1589,bus,"234, 634"
490007030S,490007030S,Constable Close,51.61323,-0.1586,bus,"634, 234"
490G00019128,490G00019128,Constable Close,51.61395,-0.1589,bus,"234, 634"
2400109432,2400109432,Constance Grove,51.445495,0.20999,bus,"96, 428, 492"
490005558E,490005558E,Constance Road,51.45278,-0.36406,bus,481
490005558W,490005558W,Constance Road,51.45254,-0.36577,bus,481
490G00005558,490G00005558,Constance Road,51.45278,-0.36406,bus,481
490001251E,490001251E,Constance Street,51.50254,0.0449,bus,"474, 473"
490001251Z,490001251Z,Constance Street,51.502452,0.04469,bus,"473, 474"
490G00001251,490G00001251,Constance Street,51.50254,0.0449,bus,"474, 473"
490014850W,490014850W,Convent Close,51.41254,-0.01679,bus,354
490020373E,490020373E,Convent Close,51.66224,-0.19722,bus,399
490020373W,490020373W,Convent Close,51.66215,-0.19757,bus,399
490G00014850,490G00014850,Convent Close,51.41254,-0.01679,bus,354
490G00020373,490G00020373,Convent Close,51.66215,-0.19757,bus,399
490005559N,490005559N,Convent Hill,51.4184,-0.10151,bus,"468, 196, 249, N68, SL6"
490005559S,490005559S,Convent Hill,51.41822,-0.10059,bus,"SL6, N68, 249, 196, 468"
490G00005559,490G00005559,Convent Hill,51.41822,-0.10059,bus,"196, 468, 249, N68, SL6"
40004402104A,40004402104A,Convent Road,51.432663,-0.454043,bus,117
40004402104B,40004402104B,Convent Road,51.432551,-0.454407,bus,117
400G4402104A,400G4402104A,Convent Road,51.432551,-0.454407,bus,117
490005562E,490005562E,Convent Way Shopping Precinct,51.49449,-0.39347,bus,"482, H32"
490005562W,490005562W,Convent Way Shopping Precinct,51.49408,-0.3924,bus,"H32, 482"
490G00005562,490G00005562,Convent Way Shopping Precinct,51.49449,-0.39347,bus,"482, H32"
490013465E,490013465E,Conway Drive,51.50308,-0.44171,bus,"696, U4"
490G00013465,490G00013465,Conway Drive,51.50308,-0.44171,bus,"696, U4"
490005563F,490005563F,Conway Gardens,51.39877,-0.13071,bus,"152, 255"
490016875Y,490016875Y,Conway Gardens,51.66831,-0.07615,bus,456
490016875Z,490016875Z,Conway Gardens,51.66855,-0.0766,bus,456
490G00005563,490G00005563,Conway Gardens,51.39877,-0.13071,bus,"255, 152"
490005565N,490005565N,Conway Road,51.48768,0.08468,bus,"53, N53"
490005565S,490005565S,Conway Road,51.48723,0.08467,bus,"N53, 53"
490010665E,490010665E,Conway Road,51.56421,-0.22503,bus,"245, 16"
490010665W,490010665W,Conway Road,51.56432,-0.22441,bus,"16, 245"
490G00005565,490G00005565,Conway Road,51.48723,0.08467,bus,"53, N53"
490G00010665,490G00010665,Conway Road,51.56421,-0.22503,bus,"245, 16"
490005566N,490005566N,Conyers Road,51.42677,-0.1361,bus,"57, 333, 201"
490005566S,490005566S,Conyers Road,51.42642,-0.13657,bus,"201, 333, 57"
490G00005566,490G00005566,Conyers Road,51.42677,-0.1361,bus,"57, 201, 333"
490011099E,490011099E,Cook Road,51.53104,0.13887,bus,"687, 287, 173"
490G00011099,490G00011099,Cook Road,51.53104,0.13887,bus,"173, 687, 287"
490007674W,490007674W,Cooks Ferry Roundabout,51.61259,-0.03443,bus,34
490G00007685,490G00007685,Cooks Ferry Roundabout,51.61259,-0.03443,bus,34
490004764N,490004764N,Cook's Road,51.48234,-0.10202,bus,P5
490G00004764,490G00004764,Cook's Road,51.48234,-0.10202,bus,P5
490000418Y,490000418Y,Coolhurst Road,51.57978,-0.13254,bus,W5
490000418Z,490000418Z,Coolhurst Road,51.58015,-0.13184,bus,W5
490G000067,490G000067,Coolhurst Road,51.58015,-0.13184,bus,W5
2400107769,2400107769,Coolings Garden Centre,51.328859,0.117775,bus,R10
2400107771,2400107771,Coolings Garden Centre,51.329092,0.1178,bus,R5
2400107789,2400107789,Coolings Green,51.314057,0.117236,bus,R5
2400107791,2400107791,Coolings Green,51.313859,0.116237,bus,R10
490005569E,490005569E,Coombe Girls School,51.40987,-0.2619,bus,213
490005569W,490005569W,Coombe Girls School,51.4096,-0.264,bus,213
490G00005569,490G00005569,Coombe Girls School,51.40987,-0.2619,bus,213
490005571E,490005571E,Coombe Hill School,51.41567,-0.2663,bus,57
490005571W,490005571W,Coombe Hill School,51.41499,-0.2675,bus,57
490G00005571,490G00005571,Coombe Hill School,51.41499,-0.2675,bus,57
490002024W,490002024W,Coombe Lane,51.35946,-0.05957,bus,
490002024A,490002024A,Coombe Lane Tram Stop,51.35941,-0.0556,bus,"130, 466"
490002024B,490002024B,Coombe Lane Tram Stop,51.35931,-0.05539,bus,"466, 130"
490002024E,490002024E,Coombe Lane Tram Stop,51.35959,-0.05948,bus,
490005573N,490005573N,Coombe Lane West,51.41651,-0.25084,bus,265
490G00005573,490G00005573,Coombe Lane West,51.41651,-0.25084,bus,265
490020108N,490020108N,Coombe Lane West / New Victoria Hospital,51.41409,-0.2506,bus,265
490020108W,490020108W,Coombe Lane West / New Victoria Hospital,51.41381,-0.24995,bus,265
490G00000335,490G00000335,Coombe Lane West / New Victoria Hospital,51.41409,-0.2506,bus,265
490005574S,490005574S,Coombe Road,51.36821,-0.0992,bus,"312, 166, 119, 60, 645, 468, 466, 412, 407, 405, N68"
490005574V,490005574V,Coombe Road,51.36725,-0.09908,bus,"N68, 405, 407, 412, 466, 645, 60, 119, 166, 468, 312"
490005576E,490005576E,Coombe Road,51.4309,-0.06502,bus,"202, 356"
490005576W,490005576W,Coombe Road,51.4309,-0.06558,bus,"356, 202"
490015290N,490015290N,Coombe Road,51.36782,-0.09644,bus,403
490015290S,490015290S,Coombe Road,51.36804,-0.09625,bus,403
490015291N,490015291N,Coombe Road,51.36633,-0.08832,bus,"433, 64"
490G00005574,490G00005574,Coombe Road,51.36821,-0.0992,bus,"645, 166, 312, 60, 119, 468, 466, 412, 407, N68, 405"
490G00005576,490G00005576,Coombe Road,51.4309,-0.06502,bus,"202, 356"
490G00015290,490G00015290,Coombe Road,51.36782,-0.09644,bus,403
490G00015291,490G00015291,Coombe Road,51.36633,-0.08832,bus,"433, 64"
490005572N,490005572N,Coombehurst Close,51.65971,-0.15403,bus,"699, 298"
490005572S,490005572S,Coombehurst Close,51.65895,-0.1536,bus,"298, 699"
490G00005572,490G00005572,Coombehurst Close,51.65895,-0.1536,bus,"699, 298"
490018885E,490018885E,Coomber Way / Beddington Lane,51.38666,-0.13882,bus,"S4, 463"
490018885W,490018885W,Coomber Way / Beddington Lane,51.38633,-0.13925,bus,"463, S4"
490G00018885,490G00018885,Coomber Way / Beddington Lane,51.38633,-0.13925,bus,"S4, 463"
490005578E,490005578E,Coopers Lane,51.4362,0.02215,bus,284
490005578W,490005578W,Cooper's Lane,51.43613,0.02235,bus,284
490G00005578,490G00005578,Cooper's Lane,51.4362,0.02215,bus,284
490005581N,490005581N,Copenhagen Street,51.53552,-0.11132,bus,"274, 153"
490011415N,490011415N,Copenhagen Street,51.53617,-0.12241,bus,390
490011554S,490011554S,Copenhagen Street,51.53697,-0.11376,bus,153
490G00005581,490G00005581,Copenhagen Street,51.53697,-0.11376,bus,153
490G00015051,490G00015051,Copenhagen Street,51.53617,-0.12241,bus,390
490005582N,490005582N,Copers Cope Road,51.41243,-0.02467,bus,"354, 54"
490005582S,490005582S,Copers Cope Road,51.41224,-0.02465,bus,"54, 354"
490G00005582,490G00005582,Copers Cope Road,51.41243,-0.02467,bus,"354, 54"
490005583E,490005583E,Copland Avenue,51.55209,-0.30544,bus,"92, 204, 18, 182, N18"
490005583W,490005583W,Copland Avenue,51.55158,-0.30752,bus,"N18, 182, 18, 204, 92"
490G00005583,490G00005583,Copland Avenue,51.55158,-0.30752,bus,"92, 204, 18, 182, N18"
490003513E1,490003513E1,Coplestone Road,51.4656,-0.07628,bus,P13
490003513W1,490003513W1,Coplestone Road,51.46553,-0.07559,bus,P13
490G00003513,490G00003513,Coplestone Road,51.46553,-0.07559,bus,P13
490007832E,490007832E,Copley Close,51.52335,-0.3337,bus,E11
490G00007832,490G00007832,Copley Close,51.52335,-0.3337,bus,E11
490005586S,490005586S,Copper Beech Close,51.59746,0.0657,bus,169
490014332W,490014332W,Copper Beech Close,51.59712,0.06699,bus,169
490G00005586,490G00005586,Copper Beech Close,51.59746,0.0657,bus,169
490011545E,490011545E,Copperfield Road,51.518,-0.03396,bus,309
490011545W,490011545W,Copperfield Road,51.51809,-0.03453,bus,309
490G00011545,490G00011545,Copperfield Road,51.518,-0.03396,bus,309
490005589E,490005589E,Coppetts Close,51.60588,-0.16075,bus,232
490005589W,490005589W,Coppetts Close,51.60564,-0.15943,bus,232
490G00005589,490G00005589,Coppetts Close,51.60564,-0.15943,bus,232
490005591E,490005591E,Coppice Path,51.61391,0.1153,bus,150
490005591W,490005591W,Coppice Path,51.61356,0.11521,bus,150
490G00005591,490G00005591,Coppice Path,51.61356,0.11521,bus,150
490011505E2,490011505E2,Coppice Primary School,51.61142,0.114,bus,150
490011505W2,490011505W2,Coppice Primary School,51.61067,0.11371,bus,150
490G00011506,490G00011506,Coppice Primary School,51.61142,0.114,bus,150
490020208E,490020208E,Copse Hill,51.32993,-0.13565,bus,434
490020208W,490020208W,Copse Hill,51.32988,-0.13594,bus,434
490G00020208,490G00020208,Copse Hill,51.32988,-0.13594,bus,434
490014531N,490014531N,Copse Hill / Christ Church,51.41761,-0.22988,bus,200
490G000004,490G000004,Copse Hill / Christ Church,51.41761,-0.22988,bus,200
490005593N,490005593N,Copt Gilders,51.35929,-0.29543,bus,"71, 671, 467, N65"
490005593S,490005593S,Copt Gilders,51.35914,-0.29472,bus,"N65, 467, 671, 71"
490G00005593,490G00005593,Copt Gilders,51.35929,-0.29543,bus,"671, 71, N65, 467"
490005595E,490005595E,Copthall Gardens / Page Street,51.60817,-0.23426,bus,221
490005595W,490005595W,Copthall Gardens / Page Street,51.60772,-0.23541,bus,221
490G00005595,490G00005595,Copthall Gardens / Page Street,51.60772,-0.23541,bus,221
490005597S,490005597S,Copthorne Avenue,51.44598,-0.13257,bus,50
490G00005597,490G00005597,Copthorne Avenue,51.44598,-0.13257,bus,50
490005598S,490005598S,Copthorne Gardens,51.57467,0.23609,bus,"193, 649"
490011665N,490011665N,Copthorne Gardens,51.57359,0.23627,bus,"649, 193"
490G00005598,490G00005598,Copthorne Gardens,51.57359,0.23627,bus,"649, 193"
490002287YY,490002287YY,Copwood Close,51.61708,-0.16831,bus,
490002287ZZ,490002287ZZ,Copwood Close,51.61725,-0.16758,bus,
490G00002287,490G00002287,Copwood Close,51.61725,-0.16758,bus,
490005599S1,490005599S1,Corbet Close,51.37783,-0.15888,bus,"151, 127"
490005599S2,490005599S2,Corbet Close,51.37756,-0.15925,bus,"151, 127"
490G00005599,490G00005599,Corbet Close,51.37783,-0.15888,bus,"127, 151"
490005600E,490005600E,Corbets Tey,51.54295,0.25221,bus,370
490005600W,490005600W,Corbets Tey,51.54266,0.25179,bus,370
490G00005600,490G00005600,Corbets Tey,51.54295,0.25221,bus,370
490005602F,490005602F,Corbets Tey Road,51.5563,0.24992,bus,"346, 646"
490005602G,490005602G,Corbets Tey Road,51.55623,0.25071,bus,"646, 346"
490G00005602,490G00005602,Corbets Tey Road,51.5563,0.24992,bus,"346, 646"
490005603E,490005603E,Corbetts Lane,51.49094,-0.05318,bus,"381, 1, N1"
490005603W,490005603W,Corbetts Lane,51.49064,-0.05404,bus,"N1, 1, 381"
490G00005603,490G00005603,Corbetts Lane,51.49094,-0.05318,bus,"381, N1, 1"
490005604E,490005604E,Corbins Lane,51.56509,-0.36085,bus,"398, 114, H9, H12"
490005604W,490005604W,Corbins Lane,51.56495,-0.35996,bus,"H12, H10, 398, 114"
490015183H,490015183H,Corbins Lane,51.56247,-0.35624,bus,"140, 487, 395, 398, N140"
490015183J,490015183J,Corbins Lane,51.56168,-0.35692,bus,"398, N140, 395, 487, 140"
490G00005604,490G00005604,Corbins Lane,51.56495,-0.35996,bus,"398, H10, 114, H12, H9"
490G00015183,490G00015183,Corbins Lane,51.56247,-0.35624,bus,"140, 487, N140, 395, 398"
490005605N,490005605N,Corbylands Road,51.43972,0.08851,bus,286
490005605S,490005605S,Corbylands Road,51.43999,0.08838,bus,286
490G00005605,490G00005605,Corbylands Road,51.43999,0.08838,bus,286
40004402010A,40004402010A,Cordelia Road,51.453112,-0.473258,bus,203
40004402010B,40004402010B,Cordelia Road,51.453375,-0.473465,bus,203
400G4402010B,400G4402010B,Cordelia Road,51.453112,-0.473258,bus,203
490005609E,490005609E,Corelli College,51.47036,0.04203,bus,386
490005609W,490005609W,Corelli College,51.47045,0.04304,bus,386
490G00005609,490G00005609,Corelli College,51.47045,0.04304,bus,386
490005612N,490005612N,Cork Tree Retail Park,51.61227,-0.0312,bus,444
490005612S,490005612S,Cork Tree Retail Park,51.61332,-0.02966,bus,444
490G00005612,490G00005612,Cork Tree Retail Park,51.61227,-0.0312,bus,444
490005615N,490005615N,Cornwall Gardens,51.49632,-0.18347,bus,49
490G00005615,490G00005615,Cornwall Gardens,51.49632,-0.18347,bus,49
490005616E,490005616E,Cornwall Road,51.5711,-0.41165,bus,"398, 114"
490005616S,490005616S,Cornwall Road,51.57008,-0.41043,bus,114
490012431E,490012431E,Cornwall Road,51.58124,-0.08699,bus,67
490012431W,490012431W,Cornwall Road,51.58124,-0.08768,bus,67
490G00005616,490G00005616,Cornwall Road,51.57008,-0.41043,bus,"114, 398"
490G00012431,490G00012431,Cornwall Road,51.58124,-0.08699,bus,67
490008792J,490008792J,Cornwallis Road,51.55041,0.13124,bus,364
490008792K,490008792K,Cornwallis Road,51.55111,0.1313,bus,364
490G00008792,490G00008792,Cornwallis Road,51.55041,0.13124,bus,364
490002398XY,490002398XY,Corona Road,51.46125,0.02207,bus,
490G00092398,490G00092398,Corona Road,51.46125,0.02207,bus,
490009144S,490009144S,Corporation Street,51.5311,0.00598,bus,276
490G00020315,490G00020315,Corporation Street,51.5311,0.00598,bus,276
490005621P,490005621P,Corringham Road,51.56576,-0.28074,bus,"223, 245"
490005621Q,490005621Q,Corringham Road,51.56596,-0.28109,bus,"245, 223"
490G00005621,490G00005621,Corringham Road,51.56576,-0.28074,bus,"223, 245"
490000835Z,490000835Z,Corringham Road / Hampstead Heath,51.5744,-0.18828,bus,H3
490G000169,490G000169,Corringham Road / Hampstead Heath,51.5744,-0.18828,bus,H3
490012706W,490012706W,Corunna Road,51.47677,-0.13817,bus,P5
490G00012706,490G00012706,Corunna Road,51.47677,-0.13817,bus,P5
490005623S,490005623S,Corwell Gardens,51.51865,-0.44296,bus,"A10, U4"
490G000468,490G000468,Corwell Gardens,51.51865,-0.44296,bus,"U4, A10"
490005626N,490005626N,Costons Lane,51.53137,-0.35007,bus,"92, 95, E6, 105"
490005626S,490005626S,Costons Lane,51.53092,-0.3503,bus,"105, E6, 95, 92"
490G00005626,490G00005626,Costons Lane,51.53092,-0.3503,bus,"95, 105, 92, E6"
490005628E,490005628E,Cotleigh Road,51.57499,0.17424,bus,"86, 686, N86"
490005628W,490005628W,Cotleigh Road,51.57461,0.17412,bus,"N86, 686, 86"
490G00005628,490G00005628,Cotleigh Road,51.57499,0.17424,bus,"86, 686, N86"
490015894N,490015894N,Cotmandene Crescent,51.40519,0.10403,bus,R1
490015894S,490015894S,Cotmandene Crescent,51.4055,0.10429,bus,R1
490G00015894,490G00015894,Cotmandene Crescent,51.4055,0.10429,bus,R1
490005630E,490005630E,Cotswold Way,51.65398,-0.11322,bus,"121, 307"
490005630W,490005630W,Cotswold Way,51.65384,-0.11331,bus,"307, 121"
490G00005630,490G00005630,Cotswold Way,51.65384,-0.11331,bus,"121, 307"
490005631N,490005631N,Cottage Green,51.47951,-0.08546,bus,"136, 343, N343"
490G00005631,490G00005631,Cottage Green,51.47951,-0.08546,bus,"N343, 343, 136"
490005632E,490005632E,Cottenham Park Road,51.41345,-0.24605,bus,57
490005632W,490005632W,Cottenham Park Road,51.4132,-0.2458,bus,57
490G00005632,490G00005632,Cottenham Park Road,51.41345,-0.24605,bus,57
490005634N,490005634N,Cottesbrook Street,51.48031,-0.04126,bus,225
490G00005634,490G00005634,Cottesbrook Street,51.48031,-0.04126,bus,225
490005634S,490005634S,Cottesbrook Street,51.47967,-0.04082,bus,225
490005635N,490005635N,Cotton Street,51.50989,-0.01004,bus,
490G00005635,490G00005635,Cotton Street,51.50989,-0.01004,bus,
490005636E,490005636E,Couchmore Avenue,51.59181,0.05783,bus,128
490005636W,490005636W,Couchmore Avenue,51.59169,0.05749,bus,128
490G00005636,490G00005636,Couchmore Avenue,51.59169,0.05749,bus,128
490005638N,490005638N,Coulsdon Common / the Fox,51.29616,-0.10918,bus,"404, 466"
490005638S,490005638S,Coulsdon Common / the Fox,51.29621,-0.10865,bus,"404, 466"
490G00005638,490G00005638,Coulsdon Common / the Fox,51.29616,-0.10918,bus,"404, 466"
490005639N,490005639N,Coulsdon Court Road,51.31432,-0.12416,bus,"404, 466"
490005639S,490005639S,Coulsdon Court Road,51.31471,-0.12421,bus,"404, 466"
490G00005639,490G00005639,Coulsdon Court Road,51.31432,-0.12416,bus,"404, 466"
490005637C,490005637C,Coulsdon Library,51.32037,-0.13862,bus,"N68, 463, 404, 405, 633, 60"
490005637N2,490005637N2,Coulsdon Library,51.31883,-0.13924,bus,
490005640G,490005640G,Coulsdon Library,51.31962,-0.13915,bus,"463, 405, 60, N68, 633"
490G00005640,490G00005640,Coulsdon Library,51.31962,-0.13915,bus,"60, N68, 405, 633, 463, 404"
490005641N,490005641N,Coulsdon Rise,51.31109,-0.12825,bus,404
490005641S,490005641S,Coulsdon Rise,51.31109,-0.12771,bus,404
490G00005641,490G00005641,Coulsdon Rise,51.31109,-0.12771,bus,404
400G4410089A,400G4410089A,Coulsdon Road,51.284864,-0.095775,bus,"466, 404"
490008895N,490008895N,Coulsdon Road / Lacey Drive,51.29876,-0.1155,bus,"466, 404"
490008895S,490008895S,Coulsdon Road / Lacey Drive,51.2993,-0.11606,bus,466
490G00008895,490G00008895,Coulsdon Road / Lacey Drive,51.2993,-0.11606,bus,"466, 404"
490001072E,490001072E,Coulsdon South Station,51.31505,-0.13869,bus,"405, 463, 633"
490001072F,490001072F,Coulsdon South Station,51.31544,-0.13865,bus,405
490001072M,490001072M,Coulsdon South Station,51.31652,-0.13707,bus,"404, 60, N68"
490001072N,490001072N,Coulsdon South Station,51.31561,-0.1386,bus,"633, 463"
490001072P,490001072P,Coulsdon South Station,51.31658,-0.13746,bus,"404, 60, N68"
490001253B,490001253B,Coulsdon Town Station,51.32229,-0.13626,bus,"166, 463, 434, 404, 405, 633, 60, N68"
490005637N1,490005637N1,Coulsdon Town Station,51.32145,-0.13757,bus,"N68, 60, 633, 405, 434, 463, 166"
490011820E,490011820E,Coulsdon Wood,51.31502,-0.12924,bus,404
490011820W,490011820W,Coulsdon Wood,51.31437,-0.12919,bus,404
490G00011820,490G00011820,Coulsdon Wood,51.31437,-0.12919,bus,404
400G4408113A,400G4408113A,Council Offices,51.235326,-0.324755,bus,465
490005643N,490005643N,County Arms,51.45057,-0.17474,bus,219
490005643S,490005643S,County Arms,51.44993,-0.17381,bus,219
490G00005643,490G00005643,County Arms,51.45057,-0.17474,bus,219
490005644N,490005644N,County Gate,51.43269,0.07774,bus,"233, 321"
490005644S,490005644S,County Gate,51.43327,0.07729,bus,"321, 233"
490G00005644,490G00005644,County Gate,51.43269,0.07774,bus,"233, 321"
