station_name,latitude,longitude,mode,lines,station_id
Beckenham Crematorium,51.40224,-0.05362,bus,"354, 356",490003738BJ
Beckenham Crematorium,51.40226,-0.05391,bus,"354, 356",490003738BK
Beckenham Cricket Club,51.41285,-0.02095,bus,354,490006972W
Beckenham Cricket Club,51.41297,-0.02153,bus,354,490006972E
Beckenham Grove,51.40481,-0.00516,bus,367,490003739W
Beckenham Grove,51.40497,-0.00538,bus,367,490003739E
Beckenham High Street / Kelsey Square,51.40673,-0.0281,bus,"227, 354, 367, 54, N3",490003740K
Beckenham High Street / War Memorial,51.40668,-0.03054,bus,"227, 352, 354, 54, N3",490003744P
Beckenham High Street / War Memorial,51.40673,-0.03132,bus,"227, 352, 354, 54, N3",490003744R
Beckenham Hill Road / Primrose Close,51.42538,-0.01292,bus,54,490G00011185
Beckenham Hill Road / Primrose Close,51.42565,-0.01278,bus,54,490011185N
Beckenham Hill Station,51.4236,-0.01491,bus,54,490001017B
Beckenham Hill Station,51.42388,-0.01487,bus,54,490001017A
Beckenham Hospital,51.40444,-0.03461,bus,"194, 358, 54",490003742N
Beckenham Hospital,51.40476,-0.03406,bus,"194, 358, 54",490003742S
Beckenham Junction,51.41068,-0.02686,bus,unknown,490001018ZZ
Beckenham Junction,51.41081,-0.02703,bus,unknown,490001018E
Beckenham Junction,51.411175,-0.026016,bus,"162, 354, 54, Southeastern, Southern, Thameslink, Tram",HUBBEK
Beckenham Junction (Tramlink),51.41045194,-0.024636241,Tramlink,unknown,434.0
Beckenham Junction Rail Station,51.411035,-0.025813,bus,"162, 354, 54, Southeastern, Southern, Thameslink",910GBCKNHMJ
Beckenham Junction Station,51.40933,-0.0253,bus,"162, 354, 54",490015222C
Beckenham Junction Station,51.40963,-0.02508,bus,"162, 354, 54",490015222D
Beckenham Junction Station,51.41107,-0.02514,bus,unknown,4900BCKNHMJ2
Beckenham Junction Stn  / Rectory Rd,51.41075,-0.0258,bus,unknown,4900BCKNHMJ1
Beckenham Junction Stn  / Rectory Rd,51.41079,-0.02552,bus,162,490001018A
Beckenham Junction Stn  / Rectory Rd,51.41151,-0.02558,bus,unknown,4900BCKNHMJ3
Beckenham Lane,51.40768,0.00586,bus,354,490006752S
Beckenham Library,51.40852,-0.03814,bus,"194, 227, 354, 358, N3",490006516E
Beckenham Road,51.40909636,-0.04159356,Tramlink,unknown,433.0
Beckenham Road / West Wickham Station,51.38023,-0.0153,bus,194,490001334A
Beckenham Road Tram Stop,51.40935,-0.04344,bus,"194, 227, 358, N3",490002010A
Beckenham Road Tram Stop,51.40943,-0.04407,bus,"194, 227, 358, N3",490002010B
Becket Avenue,51.5266,0.06091,bus,300,490014041W
Becket Avenue,51.52677,0.06151,bus,300,490014041N
Beckford Road,51.39005,-0.07768,bus,unknown,490002160YY
Beckford Road,51.39045,-0.07739,bus,unknown,490002160ZZ
Beckmead College,51.39629,-0.08161,bus,410,490011241N
BECKTON - DLR,51.51390419,0.063442568,DLR,unknown,435.0
Beckton Bus Station,51.51388,0.05894,bus,366,490006317B
Beckton Bus Station,51.51407,0.0597,bus,"101, 104, 173, 366, 376, 673, 678",490006317A
Beckton Bus Station,51.51431,0.05935,bus,"104, 262, 300, 376, 678, N551",490006317C
Beckton Bus Station,51.51443,0.05999,bus,"101, 104, 173, 262, 300, 366, 376, 474, 673, 678, N551",490006317D
Beckton District Park,51.51655,0.04326,bus,"262, 300, N551",490003748W
Beckton District Park,51.51658,0.04434,bus,"262, 300, N551",490003748E
Beckton Dlr Depot,51.51065,0.07842,bus,"262, 366, N551",490018760W
Beckton Dlr Depot,51.51082,0.07921,bus,"262, 366, N551",490018760E
Beckton DLR Station,51.514362,0.061453,bus,"101, 104, 173, 262, 300, 366, 376, 474, 673, 678, DLR, N551, SL2",940GZZDLBEC
BECKTON PARK - DLR,51.50826026,0.056557435,DLR,unknown,436.0
Beckton Park Station,51.50904,0.0562,bus,"376, 678",490002012X
Beckton Park Station,51.50922,0.05409,bus,"376, 678",490002012Z
Beckton Station,51.51369,0.06093,bus,"262, 366, 376, 474, 678, N551",490002011H
Beckton Station,51.51432,0.06064,bus,unknown,4900ZZDLBEC1
Beckton Triangle Retail Park,51.5214,0.07052,bus,"173, 325, 366, 673",490005335W
Beckton Triangle Retail Park,51.52158,0.07046,bus,"325, 366",490005335E
Beckton Triangle Retail Park,51.52344,0.06903,bus,"173, 673",490003752W2
Beckwith Road,51.45332,-0.09142,bus,37,490003757W
Beckwith Road,51.45342,-0.09175,bus,37,490003757E
Becmead Avenue,51.43105,-0.13532,bus,315,490015146S2
Becmead Avenue,51.43212,-0.13587,bus,315,490015146N
Becmead Avenue,51.43235,-0.12885,bus,"109, 159, 250, 50, N109, N250",490003758N
Becmead Avenue,51.43256,-0.12917,bus,"133, 201, 255, 333, 45, 57, N133, P13",490003758O
Becmead Avenue,51.43266,-0.12867,bus,"109, 133, 159, 201, 250, 255, 319, 333, 45, 50, 57, N109, N133, N250, P13",490003758NA
Becmead Avenue,51.43282,-0.12898,bus,"109, 159, 250, 319, 50, N109, N250",490003758OA
Becontree,51.53983401,0.128978641,London Underground,District,108.0
Becontree Avenue,51.55187,0.11337,bus,"145, 5, EL2, N15",490003760E
Becontree Avenue,51.55803,0.12679,bus,"364, 62",490003901N
Becontree Avenue,51.55822,0.13025,bus,62,490003759S
Becontree Avenue,51.55957,0.12982,bus,62,490003759N
Becontree Heath Leisure Centre,51.56096,0.15174,bus,"175, 5, N15",490003764W
Becontree Heath Leisure Centre,51.56132,0.14961,bus,"128, 150, 175, 5, EL2, N15",490003763G
Becontree Station,51.53984,0.1277,bus,"145, 62",490000019B
Becontree Station,51.54013,0.12738,bus,"145, 62",490000019A
Becontree Underground Station,51.540331,0.127016,bus,"145, District",940GZZLUBEC
Beddington / Asda,51.37594,-0.13094,bus,"463, S4",490003768W
Beddington Cross,51.38128,-0.13463,bus,"633, S4",490003770S
Beddington Cross,51.38319,-0.13777,bus,"633, S4",490009875N
Beddington Farm Road,51.385,-0.12808,bus,S4,490002075S
Beddington Farm Road,51.38514,-0.12836,bus,S4,490013518N
Beddington Farm Road Sorting Office,51.38157,-0.1292,bus,463,490003703S
Beddington Farm Road Sorting Office,51.38209,-0.1303,bus,463,490003703N
Beddington Gardens,51.35911,-0.15121,bus,"151, 410",490003775W
Beddington Lane,51.39386,-0.14516,Tramlink,264,490003776W
Beddington Lane,51.39449,-0.14699,Tramlink,264,490003776E
Beddington Lane / Sewage Treatment Works,51.38028,-0.13296,bus,"633, S4",490003767N
Beddington Lane / Sewage Treatment Works,51.38049,-0.13335,bus,"633, S4",490003767S
Beddington Lane Tram Stop,51.38801,-0.14107,bus,"463, 633",490002013N
Beddington Lane Tram Stop,51.38821,-0.14104,bus,"463, 633",490002013S
Beddington Park,51.37278,-0.15075,bus,151,490003781S
Beddington Park,51.37376,-0.15098,bus,151,490003781N
Beddington Road,51.40693,0.0965,bus,"B14, R1, R11",490003782S
Beddington Road,51.40734,0.09632,bus,"B14, R1, R11",490003782E
Beddington Village,51.37312,-0.1319,bus,"463, 633, S4",490003777N
Beddington Village,51.37399,-0.13169,bus,"463, 633, S4",490003777M
Bedfont Close,51.45352,-0.43951,bus,"203, H25, H26",490003784S
Bedfont Close,51.45356,-0.43968,bus,"203, H25, H26",490003784N
Bedfont Green,51.45119,-0.43931,bus,"116, H25",490003786E
Bedfont Green,51.45135,-0.43819,bus,"116, H25",490003786W
Bedfont Lakes,51.44584,-0.44062,bus,H26,490003801N
Bedfont Lakes,51.44622,-0.44084,bus,H26,490003801S
Bedfont Lakes Commercial Estate,51.4479,-0.44439,bus,H26,490003787W
Bedfont Lakes Commercial Estate,51.44803,-0.44427,bus,H26,490003787S
Bedfont Lane,51.45425,-0.426,bus,116,490003788W
Bedfont Library,51.45216,-0.43504,bus,"116, H25",490003790E
Bedfont Library,51.45219,-0.43452,bus,"116, H25",490003790W
Bedfont Road,51.457741,-0.471779,bus,203,40004402008B
Bedfont Road,51.457952,-0.471384,bus,203,40004402008A
Bedford Hall,51.38107,-0.09933,bus,"157, 289, 450, SL6",490003793S
Bedford Hall,51.38137,-0.09939,bus,"157, 289, 450, 468, 50, 75, N68, SL6",490003793N
Bedford Place,51.5208,-0.12488,bus,14,490011815K
Bedford Road,51.43156,0.08808,bus,233,490000449Z
Bedford Road,51.43162,0.08784,bus,233,490000449Y
Bedford Road,51.45965,-0.12974,bus,"137, 35, 37, 417, 690, N137",490003796D
Bedford Road,51.45972,-0.13044,bus,"137, 35, 37, 417, 690, N137",490003796E
Bedford Road,51.49665,-0.25588,bus,"E3, N11",490003797N
Bedford Road,51.49686,-0.25574,bus,"E3, N11",490003797S
Bedford Road,51.58518,-0.08057,bus,"41, N41",490009023W
Bedford Road,51.58524,-0.07929,bus,"41, N41",490009023E
Bedford Road,51.59163,0.02256,bus,W12,490003798S
Bedford Road,51.59288,0.02236,bus,W12,490003798N
Bedford Street,51.50967,-0.12319,bus,"139, 15, 176, 23, 26, 87, 9, 91, N15, N155, N199, N21, N26, N343, N44, N550, N551, N87, N89, N9, N91",490003112J
Bedford Way,51.52279,-0.12721,bus,unknown,490014799
Bedonwell Road / Dryhill Road,51.47901,0.14241,bus,422,490006206E
Bedonwell Road / Long Lane,51.46845,0.14282,bus,"401, 601, B12",490009326S
Bedonwell Road / Long Lane,51.46876,0.14291,bus,"401, 601, B12",490003802N
Bedonwell Road / Streamway,51.47881,0.14321,bus,"401, 422",490006206N
Beech Avenue,51.48102,-0.31623,bus,"235, 237, 267, E8, N9",490003804E
Beech Close,51.3773,-0.16823,bus,80,490003807W
Beech Close,51.37759,-0.1678,bus,80,490003807E
Beech Grove,51.60533,0.09939,bus,"150, 247, N8",490003813W
Beech Grove,51.60544,0.09951,bus,"150, 247, N8",490003813E
Beech Hill,51.66737,-0.15764,bus,"298, 699",490003814C
Beech Hill,51.66768,-0.15814,bus,399,490019558E
Beech Hill,51.66796,-0.1579,bus,"298, 699",490003814B
Beech Street,51.52059,-0.09443,bus,153,490003818E
Beech Walk,51.61429,-0.25348,bus,"221, 240, 303, 688",490003819W
Beech Way,51.33434,-0.0514,bus,unknown,490015666N
Beechcroft Gardens,51.5611,-0.29182,bus,"204, 483, 79",490000886Z
Beechcroft Road,51.36251,0.07883,bus,R4,490003808W1
Beechcroft Road,51.36254,0.07912,bus,R4,490003808E1
Beechcroft Road,51.3627,0.07861,bus,R4,490003808E
Beechen Grove,51.65677,-0.394847,bus,"142, 258",210G3090
Beechen Grove,51.656925,-0.395059,bus,"142, 258",210021902040
Beechenlea Lane,51.390239,0.188553,bus,233,2400A021130A
Beechfield Gardens,51.56892,0.16901,bus,499,490000377Z
Beechfield Road,51.44027,-0.03068,bus,"181, 202, 75",490003812E
Beechfield Road,51.44101,-0.02895,bus,"181, 202, 75",490003812W
Beechfield Road / Erith,51.47661,0.17371,bus,B12,490002244Z
Beechvale Close,51.61694,-0.15962,bus,unknown,490002294ZZ
Beechway,51.44806,0.12278,bus,"132, N21",490003820W
Beechway,51.4481,0.12437,bus,"132, N21",490003820E
Beechwood Avenue,51.32247,-0.15664,bus,"463, 633",490000922Z
Beechwood Avenue,51.425215,-0.419486,bus,"235, 635",40004402062A
Beechwood Avenue,51.425943,-0.419447,bus,"235, 635",40004402062B
Beechwood Avenue,51.51445,-0.43535,bus,350,490004176W
Beechwood Avenue,51.51457,-0.43569,bus,350,490004176E
Beechwood Avenue,51.5308,-0.36456,bus,"105, 282, 95, E6, E7, E9, N7",490006370W
Beechwood Avenue,51.59021,-0.19307,bus,"112, 232",490003822E
Beechwood Avenue (BR6),51.35751,0.08386,bus,R8,490016817E
Beechwood Avenue East,51.32409,-0.15176,bus,463,490000947Z
Beechwood Drive,51.58983,-0.1936,bus,"112, 232",490003825W
Beechwood Gardens,51.290171,-0.076021,bus,"407, 434",40004410110B
Beechwood Gardens,51.290961,-0.075415,bus,"407, 434",40004410110A
Beechwood Grove,51.51202,-0.2548,bus,"70, N7",490012067W
Beechwood Park,51.5866,0.02127,bus,W12,490003827S
Beechwood Park,51.58723,0.02128,bus,W12,490003827N
Beechwood Road,51.34571,-0.09222,bus,403,490011900S
Beechwood Road,51.34612,-0.09273,bus,403,490011900N
Beecroft Road,51.45611,-0.03635,bus,"122, 171, 172, N171",490001076A
Beehive Lane,51.57283,0.06511,bus,"123, 128, 150, 167, 179, 296, 396, 462, 667, 677, 679",490003828N
Beehive Lane,51.57299,0.06395,bus,462,490003830N
Beehive Lane,51.57307,0.06414,bus,462,490003830S
Beehive Lane,51.57638,0.05906,bus,"66, N8",490003829W
Beehive Lane,51.57663,0.05883,bus,"66, N8",490003829E
Beehive Lane,51.58098,0.05902,bus,"123, 179, 462, 679",490008200W
Begbie Road,51.47142,0.03302,bus,386,490003833W
Begbie Road,51.47177,0.03255,bus,386,490003833E
Beggars Hill,51.358726,-0.249993,bus,406,40004406063B
Beggars Hill,51.359026,-0.250785,bus,406,40004406063A
Belfairs Drive,51.56955,0.12482,bus,"362, 86, N86",490011541E
Belgrave Avenue,51.58699,0.21113,bus,"496, 674",490003835S
Belgrave Avenue,51.58736,0.21109,bus,"496, 674",490003835N
Belgrave Close,51.39349,0.11708,bus,"B14, R6",490003836W
Belgrave Road,51.49049,-0.13866,bus,24,490003837N
Belgrave Road,51.49076,-0.13884,bus,24,490003837S
Belgrave Walk,51.40044481,-0.176840028,Tramlink,unknown,401.0
Belgrave Walk Tram Stop,51.39931,-0.1794,bus,201,490002014W
Belgrave Walk Tram Stop,51.39936,-0.17968,bus,201,490002014E
Belgravia Police Station,51.49169,-0.14941,bus,C1,490003838X
Bell Corner / Hounslow Civic Centre,51.46817,-0.36691,bus,"203, 222, 81, E8, H22, H32, H98, N9",490008391X
Bell Corner / Hounslow Civic Centre,51.46855,-0.36639,bus,"120, 203, 222, 81, E8, H20, H22, H32, H98, N9",490008391N
Bell Corner / Hounslow Civic Centre,51.46856,-0.36692,bus,"120, H20",490008391Y
Bell Green,51.43091,-0.03825,bus,356,490003091N
Bell Green / Sainsbury's,51.43061,-0.0356,bus,"181, 194, 352, 356, 450",490003849W1
Bell Green / Sainsbury's,51.43062,-0.03511,bus,"181, 352, 356",490003849W2
Bell Green / Sainsbury's,51.43067,-0.03473,bus,181,490003849W3
Bell Green / Sainsbury's,51.43076,-0.03463,bus,"194, 352, 450",490003849E1
Bell Green / Southend Lane,51.42949,-0.0375,bus,"181, 194, 202, 352, 356, 450",490003848N1
Bell Green / Southend Lane,51.42961,-0.03724,bus,"181, 194, 202, 352, 356, 450",490003848S
Bell Lane,51.58573,-0.22001,bus,"183, 240",490003853X
Bell Lane,51.58621,-0.2201,bus,"183, 240",490003853W
Bell Road,51.46473,-0.36475,bus,"110, 111, H28",490003854E
Bell Road,51.46583,-0.3642,bus,"110, 111, H20, H28",490003854S
Bell Road,51.66055,-0.07911,bus,W8,490005247S
Bell Road,51.66083,-0.0792,bus,W8,490005247N
Bellamy Drive,51.60259,-0.31418,bus,186,490013953W
Bellamy Drive,51.60307,-0.31338,bus,186,490003840E
Belle Vue Road,51.60101,0.17184,bus,"175, 375, 651",490003843W
Belle Vue Road,51.60133,0.17234,bus,"175, 375, 651",490003843E
Bellegrove Road / Churchfield Road,51.46257,0.10667,bus,"486, 51, 625, 658, 89, B15, B16, N89",490014351P
Bellegrove Road / Sherwood Road,51.46543,0.08889,bus,"486, 89, N89",490012086W
Bellegrove Road / Sherwood Road,51.46545,0.08953,bus,"486, 89, N89",490012086E
Bellegrove Road / Welling Way,51.46462,0.09363,bus,"486, 89, N89",490014364F
Bellegrove Road / Welling Way,51.46481,0.09351,bus,"486, 89, N89",490014364E
Bellenden Road School,51.46633,-0.07356,bus,P13,490003841E
Bellenden Road School,51.46636,-0.0733,bus,P13,490003841W
Bellevue Road,51.61454,-0.14955,bus,"221, 382",490003846W
Bellevue Road,51.61482,-0.1484,bus,"221, 382",490003846E
Bellevue Road / Trinity Road,51.444,-0.16776,bus,"319, 690, G1",490013044E
Bellingham Leisure Centre,51.43149,-0.02148,bus,unknown,490002384LC
Bellingham Rail Station,51.432913,-0.019331,bus,"136, 208, 320, 54, N136, N199, Southeastern, Thameslink",910GBELNGHM
Bellingham Road,51.43257,-0.01742,bus,"136, 208, 320, 54, N136, N199",490003852A
Bellingham Road,51.43393,-0.01763,bus,"136, 208, 320, 54, N136, N199",490003852B
Bellingham Station,51.43278,-0.01948,bus,unknown,4900BELNGHM1
Bellwood Road,51.45878,-0.04591,bus,P12,490003855S
Bellwood Road,51.45907,-0.04595,bus,P12,490003855N
Belmarsh Prison,51.4973,0.08987,bus,"244, 380, 472, 672",490003857W
Belmont / Station Road,51.34395,-0.20174,bus,S4,490003860W
Belmont / Station Road,51.344,-0.2014,bus,S4,490003860E
Belmont Avenue,51.64458,-0.15771,bus,307,490003861W
Belmont Avenue,51.64513,-0.15618,bus,307,490003861E
Belmont Avenue,51.65007,-0.15102,bus,384,490020358E
Belmont Circle,51.60093,-0.31818,bus,"186, H18, H19",490003862E1
Belmont Circle,51.60153,-0.31784,bus,"186, H18",490003862E2
Belmont Health Centre,51.60081,-0.3208,bus,"186, H18",490003863E
Belmont Hill,51.46181,-0.00699,bus,"122, 178, 261, 273, 321, 621, N21",490003864N
Belmont Hill,51.46204,-0.00801,bus,"122, 178, 261, 273, 321, 621, N21",490003864M
Belmont Lane,51.60508,-0.31039,bus,186,490003865W
Belmont Lane,51.60534,-0.30976,bus,186,490003865E
Belmont Lane / Edgebury,51.42471,0.07245,bus,162,490003866N1
Belmont Lane / Edgebury,51.42489,0.07266,bus,162,490003866S1
Belmont Lane / Imperial Way,51.42606,0.07343,bus,162,490008474S
Belmont Lane / Imperial Way,51.42627,0.07351,bus,162,490008474N
Belmont Park,51.45923,-0.00349,bus,"122, 178, 261, 273, 321, 621, N21",490003868W
Belmont Park,51.45988,-0.00403,bus,"122, 178, 261, 273, 321, 621, N21",490003868E
Belmont Road,51.54743,-0.47974,bus,"222, 331, 427, N207, U1, U10, U3, U4, U5, U7, U9",490015585E
Belmont Road,51.54787,-0.47832,bus,"222, 331, 427, A10, N207, SL8, U1, U10, U2, U3, U4, U5, U7, U9",490000246E
Belmont Road,51.59069,-0.09215,bus,W4,490002212Z
Belmont Station,51.34358,-0.19809,bus,unknown,490003859N
Belmont Station,51.34364,-0.19774,bus,unknown,490003859N1
Belmont Station,51.34365,-0.19721,bus,"S3, S4",490001020C
Belmont Station,51.34366,-0.19786,bus,"S3, S4",490001020D
Belmont Station  / Brighton Road,51.34425,-0.19755,bus,280,490001020S
Belmont Station  / Brighton Road,51.34461,-0.1975,bus,280,490001020N
Belmore Parade,51.5197,-0.41339,bus,"427, 696, 697, 90, N207, U7",490003873L
Belmore Parade,51.51973,-0.41398,bus,"427, 696, 697, 90, N207, U7",490003873M
Belsize Avenue,51.55005,-0.16845,bus,268,490003874J
Belsize Lane,51.54667,-0.17576,bus,"46, 603",490009643S
Belsize Lane,51.54722,-0.17595,bus,"46, 603",490009643N
Belsize Park,51.54982085,-0.163016956,London Underground,Northern,310.0
Belsize Park Station,51.5507,-0.16528,bus,"1, C11, N5",490000020K
Belsize Park Station,51.55075,-0.16519,bus,"1, C11, N5",490000020L
Belsize Road,51.53897,-0.18647,bus,"139, 189",490003027N
Belsize Road,51.5402,-0.1879,bus,"139, 189",490003027S
Belsize Road,51.60993,-0.34663,bus,182,490003847W
Belsize Road,51.61015,-0.34636,bus,182,490003847E
Belsize Square,51.54736,-0.17245,bus,268,490003878W
Belsize Square,51.54779,-0.17232,bus,268,490003878E
Belsize Village,51.549,-0.16955,bus,268,490003879W
Belsize Village,51.54929,-0.16992,bus,268,490003879E
Belthorn Crescent,51.44634,-0.13995,bus,255,490020149E
Belthorn Crescent,51.44638,-0.14014,bus,255,490020150W
Belvedere,51.49198,0.15231,bus,unknown,4900BELVEDR2
Belvedere,51.49239,0.15233,bus,unknown,4900BELVEDR1
Belvedere Avenue,51.42743,-0.21467,bus,493,490016257S
Belvedere Avenue,51.42746,-0.21487,bus,493,490016257N
Belvedere Court,51.58414,-0.16962,bus,102,490003881W
Belvedere Court,51.58448,-0.17052,bus,102,490003881E
Belvedere Place,51.46,-0.12024,bus,"35, 355, 37, 690, P5",490003071W
Belvedere Place,51.46023,-0.11982,bus,"35, 355, 37, 690, P5",490003071E
Belvedere Rail Station,51.492118,0.152286,bus,"180, 229, 401, 469, 601, 602, 669, Southeastern, Thameslink",910GBELVEDR
Belvedere Road,51.41402,-0.07336,bus,410,490003884N
Belvedere Road,51.41421,-0.07264,bus,410,490003884S
Belvedere Road,51.4674,0.14279,bus,"301, 401, 601",490009326W
Belvoir Road,51.44484,-0.06579,bus,P13,490009794S2
Belvoir Road,51.44601,-0.06551,bus,P13,490015714N
Belvue Road,51.54684,-0.36829,bus,E10,490018762W
Belvue School,51.54221,-0.36697,bus,E10,490003886S
Belvue School,51.54227,-0.36741,bus,E10,490003886N
Benbow Waye,51.52553,-0.48264,bus,222,490003887S
Benbow Waye,51.526,-0.4829,bus,222,490003887W
Bendish Road,51.53754,0.05171,bus,"101, 147, 238, 300, 304, 325, 376, 474",490003888N
Bendish Road,51.53811,0.05138,bus,"101, 147, 238, 300, 304, 325, 376, 474",490003888D
Bengal Road,51.55538,0.0716,bus,"169, EL1",490003890N
Bengarth Road / Northolt Library,51.53919,-0.38598,bus,"120, 140, 282, 90, N140, N7",490003891N
Bengarth Road / Northolt Library,51.53961,-0.38434,bus,"120, 140, 282, 90, N140, N7",490003891S
Benhill Avenue,51.36717,-0.19331,bus,"151, 164, 213, 280, 413, 470, 613, 80, N44, S1, S3",490003892E
Benhill Avenue / Throwley Way,51.36608,-0.19346,bus,"154, S2",490013651H
Benhill Avenue / Throwley Way,51.36688,-0.19228,bus,"154, S2",490013651F
Benhill Road,51.36553,-0.18303,bus,"154, S3",490003893W
Benhill Road,51.36576,-0.18229,bus,"154, S3",490003893E
Benhill Wood Road,51.36641,-0.18829,bus,"154, S2",490003895W
Benhill Wood Road,51.36678,-0.18968,bus,"154, S2",490003895E
Bennetsfield Road,51.51171,-0.44607,bus,"350, A10, U5",490012827E
Bennett Road,51.51941,0.03204,bus,"147, 262, 304, 376, 473",490003898N
Bennett Road,51.51971,0.0324,bus,"147, 262, 304, 376, 473",490003898S
Bennetts Avenue,51.37154,-0.04086,bus,194,490003899W
Bennetts Avenue,51.37183,-0.03981,bus,194,490003899E
Bennetts Castle Lane,51.55112,0.12282,bus,"145, 5, EL2, N15",490003535W
Bennetts Castle Lane,51.5515,0.1251,bus,"145, 364, 5, EL2, N15",490003535E
Bennetts Castle Lane,51.55843,0.12609,bus,368,490003901E1
Bennetts Way,51.37291,-0.04465,bus,194,490003902S
Bennetts Way,51.37314,-0.04486,bus,194,490003902N
Benrek Close,51.5988,0.07911,bus,275,490003904N
Bensham Lane,51.3963,-0.10616,bus,"198, 250, 663, N250",490003905S1
Benson Avenue,51.52957,0.03763,bus,376,490003907S
Benson School,51.37077,-0.04309,bus,194,490003908E
Benson School,51.37085,-0.04393,bus,194,490003908N
Bentley Way,51.61509,-0.32286,bus,"340, H12",490003910W
Bentley Way,51.61567,-0.32174,bus,"340, H12",490003910E
Bentley Wood High School,51.616,-0.33633,bus,640,490003911S
Benton Road,51.56643,0.08386,bus,169,490006248S
Benton Road,51.5674,0.08388,bus,169,490003912N
Berberis Walk,51.49888,-0.47023,bus,U3,490008996W1
Berberis Walk,51.49892,-0.46945,bus,U3,490008996E1
Berens Road,51.52918,-0.22048,bus,"18, N18",490014700E
Beresford Avenue,51.54027,-0.2785,bus,"112, 224, 440",490003914P
Beresford Avenue,51.54067,-0.27782,bus,"112, 224, 440",490003914S
Beresford Avenue,51.54109,-0.28845,bus,"224, 79",490003913W
Beresford Avenue,51.54119,-0.28805,bus,"224, 79",490003913E
Beresford Avenue,51.62928,-0.15825,bus,"125, 688",490013289W
Beresford Avenue,51.62967,-0.15776,bus,"125, 628, 688",490013289E
Beresford Road,51.54966,-0.08716,bus,"341, 476, 73, N73",490003915N
Beresford Road,51.5498,-0.0869,bus,"341, 476, 73, N73",490003915S
Beresford Road,51.54987,-0.08803,bus,236,490003915W
Beresford Road,51.54994,-0.0876,bus,"236, 341, 476, 73, N73",490003915E
Beresford Road,51.58405,-0.10012,bus,"141, 29, N29",490003916HJ
Beresford Road,51.58471,-0.09985,bus,"141, 29, N29",490003916S
Beresford Sq / Woolwich Arsenal Stn,51.49193,0.06812,bus,"161, 177, 180, 301, 472, 51, 658, 672, 99, N1",490003917D
Beresford Street / Mcbean Street,51.49251,0.06718,bus,unknown,490003917W2
Beresford Terrace / Highbury Estate,51.5502,-0.09317,bus,393,490016300S
Beresford Terrace / Highbury Estate,51.5505,-0.09255,bus,393,490016300N
Bergholt Avenue,51.58109,0.0487,bus,366,490010870N
Berkeley Avenue,51.54904,-0.34135,bus,92,490002299ZZ
Berkeley Avenue,51.54922,-0.34188,bus,92,490002299YY
Berkeley Avenue,51.59125,0.06884,bus,128,490003919W
Berkeley Avenue,51.59145,0.0676,bus,128,490003919E
Berkeley Close,51.56312,-0.41389,bus,"696, E7",490003920S
Berkeley Close,51.56331,-0.41428,bus,"696, E7",490003920N
Berkeley Road,51.54649,0.04884,bus,"101, 304, 474",490003921S
Berkeley Road,51.54693,0.04863,bus,"101, 304, 474",490003921N
Berkeley Square,51.50937,-0.14635,bus,"22, N22",490003923N
Berkeley Square,51.51053,-0.14462,bus,"22, N22",490015119W
Berkeley Street,51.50815,-0.14301,bus,"22, N22",490003924F
Berkshire Gardens,51.60839,-0.10319,bus,W4,490001937Y
Berkshire Gardens,51.60842,-0.11027,bus,"121, 141, 232, 329, 629, N29",490003925S
Berkshire Gardens,51.60871,-0.10269,bus,W4,490001937Z
Berkshire Gardens,51.60916,-0.1102,bus,"121, 141, 232, 329, 629, N29",490003875N
Berkshire Road,51.54493,-0.02576,bus,276,490003926S1
Berkshire Road,51.54567,-0.02585,bus,276,490003926S2
Bermondsey,51.49718984,-0.062745893,London Underground,Jubilee,291.0
Bermondsey Station,51.49796,-0.06494,bus,"188, 381, 47, C10, N199, N381",490000021W
Bermondsey Station,51.49808,-0.06549,bus,"188, 381, 47, C10, N199, N381",490012729D
Bermondsey Street,51.49783,-0.0806,bus,C10,490017363E
Bermondsey Street,51.49806,-0.08238,bus,C10,490017363W
Bernard Road,51.56874,0.16609,bus,499,490020320W
Berriman Road,51.55966,-0.11042,bus,"153, 253, 254, 259, 29, 4, N253, N279, N29",490003929S
Berry's Green,51.31517,0.05638,bus,R8,490020281E
Berry's Green,51.31567,0.05872,bus,R8,490012172S
Berry's Green / Luxted Road,51.32076,0.05886,bus,unknown,490012173SE
Berrydale Road,51.5279,-0.38316,bus,"696, E6",490003930S
Berrydale Road,51.52855,-0.38239,bus,"696, E6",490003930N
Berrylands,51.37009,0.11547,bus,R9,490015582W
Berrylands Rail Station,51.399045,-0.280714,bus,"665, K2, South Western Railway",910GBRLANDS
Berrylands Rail Station,51.39919,-0.28046,bus,unknown,4900BRLANDS1
Berrylands Road,51.39325,-0.29697,bus,"665, K2",490003932E
Berrylands Road,51.39329,-0.29444,bus,"665, K2",490003932W
Bert Road,51.39382,-0.10412,bus,450,490003938N
Bertha James Day Centre,51.3968,0.02353,bus,"208, 261, 320, 336, 358, 61, N199",490003934S
Bertha James Day Centre,51.39692,0.02307,bus,"208, 261, 320, 336, 358, 61, N199",490003934W
Bertie Road,51.54652,-0.23876,bus,"226, 6",490003935N
Bertie Road,51.5471,-0.2393,bus,"226, 6",490003935Z
Bertram Cottages,51.41677,-0.20306,bus,"163, 164",490003936S
Bertram Cottages,51.41792,-0.20375,bus,"163, 164",490003936N
Berwick Crescent,51.44585,0.09457,bus,B13,490002114Z
