Year,Event Date,Artist,Venue,City
2019,21-11-2019,Pretty Sick,The Underworld,London
2019,20-11-2019,Dana Gavanski,The Islington,London
2019,20-11-2019,PUP,Electric Ballroom,London
2019,20-11-2019,The Dirty Nil,London Music Hall,London
2019,20-11-2019,Zervas & Pepper,"The Bedford, Balham",London
2019,20-11-2019,Alexander O’Neal,Boisdale of Canary Wharf,London
2019,20-11-2019,Black Mountain,Rum Runners,London
2019,20-11-2019,John Illsley,Nell's Jazz and Blues,London
2019,20-11-2019,Agnostic Front,The Underworld,London
2019,20-11-2019,Pretenders,O2 Shepherd's Bush Empire,London
2019,20-11-2019,Pavlov’s Dog,The Courtyard Theatre,London
2019,20-11-2019,Drug Store Romeos,Corsica Studios,London
2019,20-11-2019,Surf Curse,Corsica Studios,London
2019,20-11-2019,Rationale,Islington Assembly Hall,London
2019,20-11-2019,Dorian Electra,Village Underground,London
2019,20-11-2019,Mother Vulture,The Tooting Tram and Social,London
2019,20-11-2019,McFly,The O2 Arena,London
2019,20-11-2019,Robbie Williams,Jonathan Ross Show,London
2019,20-11-2019,Sløtface,The Old Queens Head,London
2019,20-11-2019,Matthew and the Atlas,EartH,Hackney
2019,20-11-2019,MiG 15,Eventim Apollo,London
2019,20-11-2019,Anna Ternheim,Oslo Hackney,Hackney
2019,20-11-2019,Ronnie Wood,All Saints Church,Kingston upon Thames
2019,20-11-2019,Little Mix,Grosvenor House Hotel,London
2019,20-11-2019,Negative Response,Cafe 1001,London
2019,20-11-2019,Before Sunday,The Courtyard Theatre,London
2019,20-11-2019,Andy White,The Half Moon,London
2019,20-11-2019,Kim Janssen,EartH,Hackney
2019,20-11-2019,Orchestral Manoeuvres in the Dark,Eventim Apollo,London
2019,20-11-2019,Elder Island,Roundhouse,London
2019,20-11-2019,Suede,O2 Shepherd's Bush Empire,London
2019,20-11-2019,Snow Patrol,Royal Albert Hall,London
2019,20-11-2019,Black Pumas,Dingwalls,London
2019,20-11-2019,Kermes,Electric Ballroom,London
2019,20-11-2019,Nonpoint,Cowboys Ranch,London
2019,20-11-2019,Codices,229 The Venue,London
2019,20-11-2019,Abbie Ozard,The Grace,London
2019,20-11-2019,Jon Spencer & the HITmakers,The Dome,London
2019,20-11-2019,TR/ST,Heaven,London
2019,20-11-2019,KAZU,MOTH Club,London
2019,20-11-2019,m-orchestra,Cafe 1001,London
2019,20-11-2019,Violet Skies,Scala,London
2019,20-11-2019,Joywave,The Lexington,London
2019,20-11-2019,Orla Gartland,Scala,London
2019,20-11-2019,Sophie Ellis‐Bextor,London Palladium,London
2019,20-11-2019,HELLYEAH,Cowboys Ranch,London
2019,20-11-2019,DEEPFALL,Cowboys Ranch,London
2019,20-11-2019,Single Mothers,London Music Hall,London
2019,20-11-2019,Mud,"The Cavern Freehouse, Raynes Park",London
2019,20-11-2019,Thereza Bazar,229 The Venue,London
2019,20-11-2019,Poly-Math,229 The Venue,London
2019,20-11-2019,Amy & The Calamities,Hard Rock Cafe,London
2019,20-11-2019,Nervus,Electric Ballroom,London
2019,20-11-2019,Danny & The Champions of the World,O2 Shepherd's Bush Empire,London
2019,20-11-2019,Body Hound,229 The Venue,London
2019,19-11-2019,Oh Annie Oh,Electric Brixton,London
2019,19-11-2019,Queen Kwong,Islington Assembly Hall,London
2019,19-11-2019,Nasty Cherry,The Curtain LP room,London
2019,19-11-2019,Nia Wyn,The Waiting Room,London
2019,19-11-2019,STAKE,The Social,London
2019,19-11-2019,Phoxjaw,The Social,London
2019,19-11-2019,Nilüfer Yanya,O2 Shepherd's Bush Empire,London
2019,19-11-2019,Harry Pane,Royal Albert Hall,London
2019,19-11-2019,Herbie Hancock,Barbican Centre,London
2019,19-11-2019,The Ninth Wave,Electrowerkz,London
2019,19-11-2019,Blood Red Shoes,Islington Assembly Hall,London
2019,19-11-2019,Richard Dawson,MOTH Club,London
2019,19-11-2019,Hamrahlíðarkórinn,The O2 Arena,London
2019,19-11-2019,Hollow Coves,Dingwalls,London
2019,19-11-2019,FRAMATICS,Cafe 1001,London
2019,19-11-2019,Sans Soucis,EartH,Hackney
2019,19-11-2019,Marillion,Royal Albert Hall,London
2019,19-11-2019,Alex the Astronaut,Dingwalls,London
2019,19-11-2019,Ben Watt,Servant Jazz Quarters,London
2019,19-11-2019,The Quireboys,Nell's Jazz and Blues,London
2019,19-11-2019,A Thousand Horses,229 The Venue,London
2019,19-11-2019,Buck & Evans,100 Club,London
2019,19-11-2019,Walt Disco,Electrowerkz,London
2019,19-11-2019,Björk,The O2 Arena,London
2019,19-11-2019,Ashley Henry,EartH,Hackney
2019,19-11-2019,Sabrina Claudio,Electric Brixton,London
2019,18-11-2019,Lindsay Ell,The Grace,London
2019,18-11-2019,Corinne Bailey Rae,Queen Elizabeth Hall,London
2019,18-11-2019,Harry Pane,Royal Albert Hall,London
2019,18-11-2019,Lightyear,O2 Academy Islington,London
2019,18-11-2019,Noah Kahan,Scala,London
2019,18-11-2019,Marillion,Royal Albert Hall,London
2019,18-11-2019,Reel Big Fish,O2 Academy Islington,London
2019,18-11-2019,Robbie Williams,London Palladium,London
2019,18-11-2019,[spunge],O2 Academy Islington,London
2019,18-11-2019,Adia Victoria,The Lexington,London
2019,18-11-2019,Skinny Living,Scala,London
2019,18-11-2019,Hot Water Music,The Underworld,London
2019,18-11-2019,Luke Evans,London Palladium,London
2019,18-11-2019,Team Picture,The Shacklewell Arms,London
2019,18-11-2019,Pyx Lax,O2 Shepherd's Bush Empire,London
2019,18-11-2019,Jadis,229 Venue 2,London
2019,18-11-2019,Rick Redbeard,EartH,Hackney
2019,18-11-2019,No Zodiac,New Cross Inn,London
2019,18-11-2019,Kathryn Joseph,EartH,Hackney
2019,18-11-2019,Red City Radio,The Underworld,London
2019,18-11-2019,Spanish Love Songs,The Underworld,London
2019,18-11-2019,Willie J Healey,Rough Trade West,London
2019,18-11-2019,deathcrash,The Shacklewell Arms,London
2019,18-11-2019,Bryde,St Pancras Old Church,London
2019,18-11-2019,Lewis Capaldi,London Palladium,London
2019,18-11-2019,Emeli Sandé,London Palladium,London
2019,18-11-2019,JPEGMAFIA,House of Vans,London
2019,18-11-2019,Mabel,London Palladium,London
2019,17-11-2019,Madness,Electric Ballroom,London
2019,17-11-2019,Tegan and Sara,O2 Shepherd's Bush Empire,London
2019,17-11-2019,Earth,EartH,Hackney
2019,17-11-2019,Kesha,The Graham Norton Show,London
2019,17-11-2019,Nearly Dan,Jazz Cafe,London
2019,17-11-2019,Ghostface Killah,Electric Brixton,London
2019,17-11-2019,Pub Choir,The Garage,London
2019,17-11-2019,Red City Radio,The Underworld,London
2019,17-11-2019,Kodaline,Roundhouse,London
2019,17-11-2019,Blind River,The Black Heart,London
2019,17-11-2019,Screamer,Nambucca,London
2019,17-11-2019,Keith Top of the Pops & His Minor UK Indie Celebrity All-Star Backing Band,The Lexington,London
2019,17-11-2019,Hot Water Music,The Underworld,London
2019,17-11-2019,Herbie Hancock,Barbican Centre,London
2019,17-11-2019,[spunge],O2 Academy Islington,London
2019,17-11-2019,Spanish Love Songs,The Underworld,London
2019,17-11-2019,Parish,Nambucca,London
2019,17-11-2019,SADA,The Black Heart,London
2019,17-11-2019,The Motive,Camden Assembly,London
2019,17-11-2019,Maria McKee,MOTH Club,London
2019,17-11-2019,Reel Big Fish,O2 Academy Islington,London
2019,17-11-2019,Demon,Nambucca,London
2019,17-11-2019,Mary Coughlan,Nell's Jazz and Blues,London
2019,17-11-2019,Kingpin,Electric Brixton,London
2019,17-11-2019,Desperate Journalist,The Lexington,London
2019,17-11-2019,Lightyear,O2 Academy Islington,London
2019,17-11-2019,The Ex,Cafe OTO,London
2019,17-11-2019,Jude Johnstone,Green Note,London
2019,17-11-2019,Joel Rafael,Green Note,London
2019,17-11-2019,Helen Money,EartH,Hackney
2019,17-11-2019,Skypilot,The Black Heart,London
2019,17-11-2019,Aiko,Number Six,London
2019,16-11-2019,Bajm,The Saloon at The O2,London
2019,16-11-2019,Ese & The Vooduu People,The Rebel Inn,Streatham
2019,16-11-2019,João Donato,Jazz Cafe,London
2019,16-11-2019,The Ex,Cafe OTO,London
2019,16-11-2019,Wallowing,The Dev,London
2019,16-11-2019,Toni Braxton,Eventim Apollo,London
2019,16-11-2019,Infected Rain,O2 Forum Kentish Town,London
2019,16-11-2019,Tones and I,Oslo Hackney,Hackney
2019,16-11-2019,Hamzaa,Eventim Apollo,London
2019,16-11-2019,The Muffin Heads,Roadtrip & The Workshop,London
2019,16-11-2019,Jeru the Damaja,Electric Brixton,London
2019,16-11-2019,Lacuna Coil,O2 Forum Kentish Town,London
2019,16-11-2019,Yur Mum,Roadtrip & The Workshop,London
2019,16-11-2019,O.C.,Electric Brixton,London
2019,16-11-2019,Possession,Nambucca,London
2019,16-11-2019,Steve Hillage Band,Islington Assembly Hall,London
2019,16-11-2019,Jools Holland & His Rhythm & Blues Orchestra,Royal Albert Hall,London
2019,16-11-2019,Halsey,Jonathan Ross Show,London
2019,16-11-2019,Necro Ritual,Nambucca,London
2019,16-11-2019,Vacivus,Nambucca,London
2019,16-11-2019,Gong,Islington Assembly Hall,London
2019,16-11-2019,Deathcult,Nambucca,London
2019,16-11-2019,The Coveryard,"St John the Baptist, Hoxton",London
2019,16-11-2019,Lizzo,The X Factor,London
2019,16-11-2019,Ozmosys,Queen Elizabeth Hall,London
2019,16-11-2019,Coscradh,Nambucca,London
2019,16-11-2019,Antiversum,Nambucca,London
2019,16-11-2019,Pharoahe Monch,Electric Brixton,London
2019,16-11-2019,Last Great Dreamers,The Lounge,London
2019,16-11-2019,Desolated,New Cross Inn,London
2019,16-11-2019,Power Quest,The Garage,London
2019,16-11-2019,Kalapács,The Underworld,London
2019,16-11-2019,Deitus,Nambucca,London
2019,16-11-2019,Green Velvet,Printworks,London
2019,16-11-2019,Erol Alkan,Printworks,London
2019,16-11-2019,Pumarosa,Rough Trade East,London
2019,16-11-2019,Stress,The Underworld,London
2019,16-11-2019,Dog in The Snow,Rough Trade East,London
2019,16-11-2019,DESTROYER Canada,Norma Jean's,London
2019,16-11-2019,Absolva,The Garage,London
2019,16-11-2019,2manydjs,Printworks,London
2019,16-11-2019,Fink,Roundhouse,London
2019,16-11-2019,This Is Radio Silence,O2 Academy Islington,London
2019,16-11-2019,Eluveitie,O2 Forum Kentish Town,London
2019,16-11-2019,Definitely Mightbe,O2 Academy Islington,London
2019,16-11-2019,Alteration,Roadtrip & The Workshop,London
2019,16-11-2019,Deborah De Luca,Egg,London
2019,16-11-2019,Modeselektor,Printworks,London
2019,16-11-2019,Tal Wilkenfeld,Ronnie Scott's Jazz Club,London
2019,15-11-2019,The Lathums,O2 Academy Brixton,London
2019,15-11-2019,As It Is,Dingwalls,London
2019,15-11-2019,Theon Cross,Southbank Centre,London
2019,15-11-2019,Mick Flannery,Union Chapel,London
2019,15-11-2019,Clowns,Old Blue Last,London
2019,15-11-2019,The Pacifiers,Richmond Tavern,London
2019,15-11-2019,Imogen Heap,Roundhouse,London
2019,15-11-2019,Periphery,O2 Forum Kentish Town,London
2019,15-11-2019,Luciano,Electric Brixton,London
2019,15-11-2019,Louis Tomlinson,BBC Elstree Centre,Borehamwood
2019,15-11-2019,Imogen Heap,Torquil's Bar & Terrace @ The Roundhouse,London
2019,15-11-2019,Cory Wells,St Pancras Old Church,London
2019,15-11-2019,Vambo,The Monarch,London
2019,15-11-2019,Miguel Montalban,The Monarch,London
2019,15-11-2019,John Mayall,Alban Arena,St Albans
2019,15-11-2019,Tones and I,The Lexington,London
2019,15-11-2019,The Ex,Cafe OTO,London
2019,15-11-2019,Orchestral Manoeuvres in the Dark,BBC Wogan House Studios,London
2019,15-11-2019,Dashboard Confessional,St Pancras Old Church,London
2019,15-11-2019,Jools Holland & His Rhythm & Blues Orchestra,Royal Albert Hall,London
2019,15-11-2019,Sharptooth,Call the Office,London
2019,15-11-2019,Mavis Staples,London Music Hall,London
2019,15-11-2019,The Northern,Call the Office,London
2019,15-11-2019,Plini,O2 Forum Kentish Town,London
2019,15-11-2019,LIMBS,Call the Office,London
2019,15-11-2019,Astronoid,O2 Forum Kentish Town,London
2019,15-11-2019,Laura Cortese & The Dance Cards,O2 Shepherd's Bush Empire,London
2019,15-11-2019,Sleaford Mods,Eventim Apollo,London
2019,15-11-2019,The Mountain Goats,O2 Shepherd's Bush Empire,London
2019,15-11-2019,The Three Tremors,The Underworld,London
2019,15-11-2019,ROAM,Dingwalls,London
2019,15-11-2019,Stewart Lee,Eventim Apollo,London
2019,15-11-2019,Arlo Parks,Alexandra Palace,London
2019,15-11-2019,Westlife,BBC Elstree Centre,Borehamwood
2019,15-11-2019,Viagra Boys,Eventim Apollo,London
2019,15-11-2019,The East Pointers,Aeolian Hall,London
2019,15-11-2019,Dame Area,The Shacklewell Arms,London
2019,15-11-2019,Ese & The Vooduu People,Bread and Roses,London
2019,15-11-2019,Yak,ULU,London
2019,15-11-2019,Survive Said The Prophet,Dingwalls,London
2019,15-11-2019,Frou Frou,Roundhouse,London
2019,15-11-2019,Loyle Carner,Alexandra Palace,London
2019,15-11-2019,Gerry Cinnamon,O2 Academy Brixton,London
2019,15-11-2019,TOY,Studio 9294,London
2019,15-11-2019,Marc Rebillet,Heaven,London
2019,15-11-2019,De Staat,The Garage,London
2019,15-11-2019,Hollerado,Rum Runners,London
2019,15-11-2019,Tinariwen,EartH Hall,London
2019,14-11-2019,Vampire Weekend,Alexandra Palace,London
2019,14-11-2019,Kælan Mikla,The Lexington,London
2019,14-11-2019,The Blizzards,Nell's Jazz and Blues,London
2019,14-11-2019,Cannibal Corpse,London Music Hall,London
2019,14-11-2019,Wallows,Alexandra Palace,London
2019,14-11-2019,Yur Mum,Electric Ballroom,London
2019,14-11-2019,Drekka,SET,London
2019,14-11-2019,KEG,Venue MOT Unit 18,London
2019,14-11-2019,Piney Gir,The Water Rats,London
2019,14-11-2019,Everyone You Know,The Underworld,London
2019,14-11-2019,Maisie Peters,O2 Shepherd's Bush Empire,London
2019,14-11-2019,Ezra Furman,O2 Forum Kentish Town,London
2019,14-11-2019,StoneWire,The Hope and Anchor,London
2019,14-11-2019,Gentle Stranger,Venue MOT Unit 18,London
2019,14-11-2019,Charles Hayward,Venue MOT Unit 18,London
2019,14-11-2019,Frank Turner,Old Street Records,London
2019,14-11-2019,Luke Askew,Gigi's Bar,London
2019,14-11-2019,Girls in Synthesis,Old Blue Last,London
2019,14-11-2019,Crazy P,Electric Brixton,London
2019,14-11-2019,Easymess,The Jago,London
2019,14-11-2019,Gerry Cinnamon,O2 Academy Brixton,London
2019,14-11-2019,From the Jam,Walthamstow Town Hall,London
2019,14-11-2019,Tim Minchin,Eventim Apollo,London
2019,14-11-2019,Declan McKenna,The Dome,London
2019,14-11-2019,Do Nothing,Old Blue Last,London
2019,14-11-2019,LIFE,The Horn,St Albans
2019,14-11-2019,The Vapors,Walthamstow Town Hall,London
2019,14-11-2019,Shura,Roundhouse,London
2019,14-11-2019,Hana Vu,The Sebright Arms,London
2019,14-11-2019,June Tabor & Oysterband,Union Chapel,London
2019,14-11-2019,New Model Army,Electric Ballroom,London
2019,14-11-2019,Snarky Puppy,Royal Albert Hall,London
2019,14-11-2019,The Bros. Landreth,Islington Assembly Hall,London
2019,14-11-2019,Dashboard Confessional,St Pancras Old Church,London
2019,14-11-2019,Rosie Lowe,Roundhouse,London
2019,14-11-2019,The Lathums,O2 Academy Brixton,London
2019,14-11-2019,Jesus Jones,100 Club,London
2019,14-11-2019,Marianas Trench,Scala,London
2019,14-11-2019,This Is Radio Silence,KTOK Radio Session,London
2019,14-11-2019,Alex White,The Jago,London
2019,14-11-2019,Pom Poko,O2 Forum Kentish Town,London
2019,14-11-2019,Charlie Hunter & Lucy Woodward,Royal Albert Hall,London
2019,14-11-2019,Spearmint,The Water Rats,London
2019,14-11-2019,Max Bandicoot,The Jago,London
2019,14-11-2019,Thy Art Is Murder,London Music Hall,London
2019,14-11-2019,Betsie Gøld,O2 Academy 2 Islington,London
2019,14-11-2019,Cory Wells,St Pancras Old Church,London
2019,14-11-2019,Osquello,The Dome,London
2019,14-11-2019,Jamila Woods,Heaven,London
2019,14-11-2019,Cher Lloyd,Touch FM,London
2019,14-11-2019,Rhod Gilbert,Fairfield Halls,Croydon
2019,13-11-2019,Alpha Wolf,ULU Live,London
2019,13-11-2019,When Saints Go Machine,The Pickle Factory,London
2019,13-11-2019,Lauren Daigle,O2 Shepherd's Bush Empire,London
2019,13-11-2019,Weird Milk,The Courtyard Theatre,London
2019,13-11-2019,Lightning Bolt,The Underworld,London
2019,13-11-2019,Smoke Fairies,The Social,London
2019,13-11-2019,Academy of St Martin in the Fields,Royal Festival Hall,London
2019,13-11-2019,Marea,O2 Academy 2 Islington,London
2019,13-11-2019,WitchDoktors,The Hope and Anchor,London
2019,13-11-2019,Dashboard Confessional,St Pancras Old Church,London
2019,13-11-2019,Kim Richey,Green Note,London
2019,13-11-2019,Celeste,Omeara,London
2019,13-11-2019,Peter Broderick,Servant Jazz Quarters,London
2019,13-11-2019,Little Comets,Scala,London
2019,13-11-2019,Tim Minchin,Eventim Apollo,London
2019,13-11-2019,Lazarus Kane,Colours Hoxton,London
2019,13-11-2019,Spector,Oval Space,London
2019,13-11-2019,Rita Ora,Roundhouse Studio Theatre,London
2019,13-11-2019,The Motive,The Glass House,New Malden
2019,13-11-2019,WARGASM,Colours Hoxton,London
2019,13-11-2019,Tragic Sasha,The Courtyard Theatre,London
2019,13-11-2019,Duran Duran,Roundhouse,London
2019,13-11-2019,High Vis,House of Vans,London
2019,13-11-2019,Gaz Brookfield,The Monarch,London
2019,13-11-2019,B Sydes,The Monarch,London
2019,13-11-2019,Vampire Weekend,Alexandra Palace,London
2019,13-11-2019,Crystal Lake,ULU Live,London
2019,13-11-2019,Somebody's Child,Old Blue Last,London
2019,13-11-2019,Jerry,MOTH Club,London
2019,13-11-2019,Swedish Death Candy,MOTH Club,London
2019,13-11-2019,JOHN,Colours Hoxton,London
2019,13-11-2019,Sports Team,Broadcasting House,London
2019,13-11-2019,"Our Hollow, Our Home",ULU Live,London
2019,13-11-2019,Great American Ghost,ULU Live,London
2019,13-11-2019,In Hearts Wake,ULU Live,London
2019,13-11-2019,Talisk,Kings Place Hall One,London
2019,13-11-2019,Tom Jenkins,The Water Rats,London
2019,13-11-2019,Wallows,Alexandra Palace,London
2019,13-11-2019,Polar,ULU Live,London
2019,13-11-2019,KING 810,ULU Live,London
2019,13-11-2019,Cory Wells,St Pancras Old Church,London
2019,12-11-2019,Ingrid Michaelson,Union Chapel,London
2019,12-11-2019,Sugar & the Hi Lows,Union Chapel,London
2019,12-11-2019,Buck Curran,Helgi's,London
2019,12-11-2019,Celtic Woman,London Palladium,London
2019,12-11-2019,Lizzie Reid,Bush Hall,London
2019,12-11-2019,The Midnight,Roundhouse,London
2019,12-11-2019,Listener,MOTH Club,London
2019,12-11-2019,Joseph,Bush Hall,London
2019,12-11-2019,Flume,O2 Academy Brixton,London
2019,12-11-2019,Cucina Povera,Electrowerkz,London
2019,12-11-2019,Carla dal Forno,Electrowerkz,London
2019,12-11-2019,Hante.,Scala,London
2019,12-11-2019,Cocaine Piss,The Dome,London
2019,12-11-2019,Kenny Wayne Shepherd,O2 Shepherd's Bush Empire,London
2019,12-11-2019,half•alive,Electric Brixton,London
2019,12-11-2019,Tim Minchin,Eventim Apollo,London
2019,12-11-2019,Lankum,Rough Trade West,London
2019,12-11-2019,APRE,Electric Brixton,London
2019,12-11-2019,Lightning Bolt,The Underworld,London
2019,12-11-2019,Larkins,The Garage,London
2019,12-11-2019,Marsicans,The Garage,London
2019,12-11-2019,Boy Harsher,Scala,London
2019,12-11-2019,Mannequin Pussy,The Dome,London
2019,12-11-2019,Rick Astley,Private Venue,London
2019,12-11-2019,Ross From Friends,O2 Academy Brixton,London
2019,11-11-2019,AURORA,Roundhouse,London
2019,11-11-2019,Lil Tjay,Electric Ballroom,London
2019,11-11-2019,Nature TV,Old Blue Last,London
2019,11-11-2019,Working Men’s Club,The Macbeth,London
2019,11-11-2019,Yautja,The Macbeth,London
2019,11-11-2019,Coilguns,The Macbeth,London
2019,11-11-2019,The Luck,Omeara,London
2019,11-11-2019,Sarah Brightman,Royal Albert Hall,London
2019,11-11-2019,Flyte,Village Underground,London
2019,11-11-2019,Judith Hill,Under the Bridge,London
2019,11-11-2019,Matt Maltese,Village Underground,London
2019,11-11-2019,Hiatus Kaiyote,O2 Shepherd's Bush Empire,London
2019,11-11-2019,Guitar Wolf,MOTH Club,London
2019,11-11-2019,Joanna MacGregor,Wigmore Hall,London
2019,11-11-2019,Wildwood Kin,Omeara,London
2019,11-11-2019,The Band CAMINO,The Dome,London
2019,11-11-2019,Blanco White,EartH,Hackney
2019,11-11-2019,iris,Roundhouse,London
2019,10-11-2019,Michael McIntyre,London Palladium,London
2019,10-11-2019,Amy & The Calamities,Paper Dress Vintage,Hackney
2019,10-11-2019,MIKA,O2 Shepherd's Bush Empire,London
2019,10-11-2019,Living in a Box,Eventim Apollo,London
2019,10-11-2019,ALMA,"The SSE Arena, Wembley",London
2019,10-11-2019,Desolation Angels,New Cross Inn,London
2019,10-11-2019,Toledo Steel,New Cross Inn,London
2019,10-11-2019,Heilung,Roundhouse,London
2019,10-11-2019,Gnod,The Dome,London
2019,10-11-2019,Hey Colossus,The Dome,London
2019,10-11-2019,Fred Abong,Jazz Cafe,London
2019,10-11-2019,DDENT,The Underworld,London
2019,10-11-2019,Rock Goddess,New Cross Inn,London
2019,10-11-2019,Traitors Gate,New Cross Inn,London
2019,10-11-2019,Steve Grimmett's Grim Reaper,New Cross Inn,London
2019,10-11-2019,Part Chimp,The Dome,London
2019,10-11-2019,Stick Figure,O2 Academy Islington,London
2019,10-11-2019,Martika,Eventim Apollo,London
2019,10-11-2019,Dub Trio,The Underworld,London
2019,10-11-2019,The Fierce & the Dead,The Underworld,London
2019,10-11-2019,Christina Aguilera,"The SSE Arena, Wembley",London
2019,10-11-2019,Psychic Lemon,The Shacklewell Arms,London
2019,10-11-2019,Wizz Jones,Green Note,London
2019,10-11-2019,Glass Caves,Colours Hoxton,London
2019,10-11-2019,Seven Sisters,The Black Heart,London
2019,10-11-2019,Kristin Hersh,Jazz Cafe,London
2019,10-11-2019,David Gedge,Soho Theatre,London
2019,10-11-2019,The Raincoats,EartH,Hackney
2019,09-11-2019,Sleeping With Sirens,Electric Ballroom,London
2019,09-11-2019,Prisoners Of Mother England,St Moritz Club,London
2019,09-11-2019,Iguana Death Cult,The Waiting Room,London
2019,09-11-2019,Blicher/Hemmer/Gadd,PizzaExpress Jazz Club,London
2019,09-11-2019,Tribeless,The Monarch,London
2019,09-11-2019,Luminous Bodies,The Macbeth,London
2019,09-11-2019,High Reeper,The Black Heart,London
2019,09-11-2019,John Otway,Ruislip Social Club,Ruislip
2019,09-11-2019,Weekend Recovery,Camden Assembly,London
2019,09-11-2019,Guns ’n’ Wankers,The Garage,London
2019,09-11-2019,AJ Tracey,Alexandra Palace,London
2019,09-11-2019,Black Roze,The Monarch,London
2019,09-11-2019,Mabel,Jonathan Ross Show,London
2019,09-11-2019,Mark Guiliana,Jazz Cafe,London
2019,09-11-2019,Tim Minchin,London Palladium,London
2019,09-11-2019,Christina Aguilera,"The SSE Arena, Wembley",London
2019,09-11-2019,Praying Mantis,New Cross Inn,London
2019,09-11-2019,SHVPES,Electric Ballroom,London
2019,09-11-2019,Svalbard,Boston Music Room,London
2019,09-11-2019,Sisteray,Oslo Hackney,Hackney
2019,09-11-2019,Electric Eel Shock,New Cross Inn,London
2019,09-11-2019,ALMA,"The SSE Arena, Wembley",London
2019,09-11-2019,Aephanemer,Call the Office,London
2019,09-11-2019,Leona Lewis,Royal Albert Hall,London
2019,09-11-2019,Alestorm,Call the Office,London
2019,09-11-2019,Sacrilege,New Cross Inn,London
2019,09-11-2019,Crimson Shadows,Call the Office,London
2019,09-11-2019,Crapsons,The Unicorn,London
2019,09-11-2019,Palisades,Electric Ballroom,London
2019,09-11-2019,The Manatees,The Grace,London
2019,09-11-2019,We Never Learned to Live,Boston Music Room,London
2019,09-11-2019,Palm Reader,Boston Music Room,London
2019,09-11-2019,Pariso,Boston Music Room,London
2019,09-11-2019,Tales of Perdition,The Monarch,London
2019,09-11-2019,Palace,Roundhouse,London
2019,09-11-2019,Pulp'd,O2 Forum Kentish Town,London
2019,09-11-2019,Denis Sulta,Printworks,London
2019,08-11-2019,HENGE,The Garage,London
2019,08-11-2019,Jvck James,Private Venue,London
2019,08-11-2019,Rhye,Queen Elizabeth Hall,London
2019,08-11-2019,Högni,Queen Elizabeth Hall,London
2019,08-11-2019,Metronomy,Roundhouse,London
2019,08-11-2019,Black Lips,EartH,Hackney
2019,08-11-2019,Tim Minchin,Eventim Apollo,London
2019,08-11-2019,Josin,Queen Elizabeth Hall,London
2019,08-11-2019,Simply Red,BBC Wogan House Studios,London
2019,08-11-2019,The Cavemen,Garageland,London
2019,08-11-2019,Niall Horan,The Graham Norton Show,London
2019,08-11-2019,The Bluetones,O2 Shepherd's Bush Empire,London
2019,08-11-2019,Deaf Havana,Alexandra Palace Theatre,London
2019,08-11-2019,Ólafur Arnalds,Royal Festival Hall,London
2019,08-11-2019,Joe Crookston,London Music Club,London
2019,08-11-2019,Goodbye Mr. Mackenzie,Dingwalls,London
2019,08-11-2019,Squeeze,indigo at The O2,London
2019,08-11-2019,Leprous,ULU,London
2019,08-11-2019,Port Noir,ULU,London
2019,08-11-2019,Internal Bleeding,The Unicorn,London
2019,08-11-2019,Salad,The Finsbury,London
2019,08-11-2019,AJ Tracey,Alexandra Palace,London
2019,08-11-2019,The Cesarians,Dingwalls,London
2019,08-11-2019,Snow Patrol,BBC Elstree Centre,Borehamwood
2019,08-11-2019,Bombay Bicycle Club,O2 Academy Brixton,London
2019,08-11-2019,Child's Pose,Heaven,London
2019,08-11-2019,Les Binks,"The Cavern Freehouse, Raynes Park",London
2019,08-11-2019,The Ukulele Orchestra of Great Britain,Fairfield Halls,Croydon
2019,08-11-2019,Girl Ray,Roundhouse,London
2019,08-11-2019,Anavae,Alexandra Palace Theatre,London
2019,08-11-2019,Those Pretty Wrongs,Union Chapel,London
2019,08-11-2019,The Blow Monkeys,Under the Bridge,London
2019,08-11-2019,Ella Henderson,Hoxton Hall,London
2019,08-11-2019,Martha,Heaven,London
2019,08-11-2019,LOVEBITES,O2 Forum Kentish Town,London
2019,08-11-2019,Leon Tilbrook & The Wilhelm Scream,indigo at The O2,London
2019,08-11-2019,Backtrack,Amersham Arms,London
2019,08-11-2019,Heaven 17,indigo at The O2,London
2019,08-11-2019,Higher Power,Amersham Arms,London
2019,08-11-2019,For I Am King,The Black Heart,London
2019,08-11-2019,From Sorrow To Serenity,The Black Heart,London
2019,08-11-2019,Projector,Paper Dress Vintage,Hackney
2019,08-11-2019,LOCKS,The Salisbury Hotel,Harringay
2019,08-11-2019,Yelawolf,London Music Hall,London
2019,08-11-2019,Grandbrothers,Royal Festival Hall,London
2019,08-11-2019,Hania Rani,Purcell Room,London
2019,08-11-2019,Tygers of Pan Tang,New Cross Inn,London
2019,08-11-2019,The Ocean,ULU,London
2019,08-11-2019,The Delines,Union Chapel,London
2019,08-11-2019,The Machine,Garde Arts Center,New London
2019,08-11-2019,Culture Shock,Night Tales,London
2019,08-11-2019,Pitch Black,The Sebright Arms,London
2019,08-11-2019,Blight,The Black Heart,London
2019,08-11-2019,Gengahr,O2 Academy Brixton,London
2019,08-11-2019,Tropical Fuck Storm,Islington Assembly Hall,London
2019,08-11-2019,Harbinger,The Black Heart,London
2019,08-11-2019,DragonForce,O2 Forum Kentish Town,London
2019,08-11-2019,The New Nostalgia,The Fiddler's Elbow,London
